article_no	article_author	exp	design	dep_var	sample_id	condition	mean	st_dev	reprt_est_means	raw_stats	cond_collapsed_over	cond_type	pairing	part_per_cond	stimuli_per_cond	memory_test	learning_type	stimuli_type	stimuli_relation	encode_type	manip_design	gen_task	gen_diff	memory_type	present_style	divided_attn	self_pace	filler_task	age_grp	retention_delay	gen_difficulty	gen_constraint_cons	gen_constraint_AF	gen_constraint_AS	gen_constraint_MPM	gen_task_orig	Notes
1448	fiedler_etal_1992	4	2x2x2	item_free_recall	3	pos_blocked_read	0.172		2	1	0	2	642	11	24	3	2	2	4	4	1	3		1	2	2	1	2	1	1						3	
1448	fiedler_etal_1992	4	2x2x2	item_free_recall	4	neutral_blocked_generate	0.453		2	1	0	1	643	11	24	3	2	2	4	4	1	3		1	2	2	1	2	1	1		3	3	3	3	3	
1448	fiedler_etal_1992	4	2x2x2	item_free_recall	4	neutral_blocked_read	0.267		2	1	0	2	643	11	24	3	2	2	4	4	1	3		1	2	2	1	2	1	1						3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	1	pos_alternating_generate	0.331		2	1	0	1	644	11	24	3	2	2	4	4	1	3		6	1	2	1	2	1	1		3	3	3	3	3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	1	pos_alternating_read	0.191		2	1	0	2	644	11	24	3	2	2	4	4	1	3		6	1	2	1	2	1	1						3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	2	neutral_alternating_generate	0.313		2	1	0	1	645	11	24	3	2	2	4	4	1	3		6	1	2	1	2	1	1		3	3	3	3	3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	2	neutral_alternating_read	0.254		2	1	0	2	645	11	24	3	2	2	4	4	1	3		6	1	2	1	2	1	1						3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	3	pos_blocked_generate	0.53		2	1	0	1	646	11	24	3	2	2	4	4	1	3		6	2	2	1	2	1	1		3	3	3	3	3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	3	pos_blocked_read	0.204		2	1	0	2	646	11	24	3	2	2	4	4	1	3		6	2	2	1	2	1	1						3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	4	neutral_blocked_generate	0.412		2	1	0	1	647	11	24	3	2	2	4	4	1	3		6	2	2	1	2	1	1		3	3	3	3	3	
1448	fiedler_etal_1992	4	2x2x2	context_free_recall	4	neutral_blocked_read	0.235		2	1	0	2	647	11	24	3	2	2	4	4	1	3		6	2	2	1	2	1	1						3	
1449	gardiner_etal_1989	1	2-way	item_cued_recall	1	generate	0.56		1	1	0	1	648	24	12	4	1	2	1	1	1	3		1	1	2	2	1	1	1		2	2	2	2	3	
1449	gardiner_etal_1989	1	2-way	item_cued_recall	1	read	0.44		1	1	0	2	648	24	12	4	1	2	1	1	1	3		1	1	2	2	1	1	1						3	
1450	gardiner_etal_1988	1	2-way	item_recognition	1	generate	0.9		1	1	0	1	649	24	12	1	2	1	9	4	1	1		1	1	2	2	1	1	2		2	2	1	2	1	
1450	gardiner_etal_1988	1	2-way	item_recognition	1	read	0.79		1	1	0	2	649	24	12	1	2	1	9	4	1	1		1	1	2	2	1	1	2						1	
1450	gardiner_etal_1988	2	2x2	item_recognition	1	lowfreq_generate	0.88		1	1	0	1	650	24	12	1	2	1	9	4	1	1	2	1	1	2	2	1	1	2	2	2	2	1	2	1	
1450	gardiner_etal_1988	2	2x2	item_recognition	1	lowfreq_read	0.79		1	1	0	2	650	24	12	1	2	1	9	4	1	1	0	1	1	2	2	1	1	2	2					1	
1450	gardiner_etal_1988	2	2x2	item_recognition	1	highfreq_generate	0.81		1	1	0	1	651	24	12	1	2	1	9	4	1	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	
1450	gardiner_etal_1988	2	2x2	item_recognition	1	highfreq_read	0.56		1	1	0	2	651	24	12	1	2	1	9	4	1	1	0	1	1	2	2	1	1	2	1					1	
1450	gardiner_etal_1988	3	2x2	item_recognition	1	lowfreq_generate	0.77		1	1	0	1	652	24	12	1	2	1	9	4	1	1	2	1	1	2	2	1	1	3	2	2	2	1	2	1	
1450	gardiner_etal_1988	3	2x2	item_recognition	1	lowfreq_read	0.66		1	1	0	2	652	24	12	1	2	1	9	4	1	1	0	1	1	2	2	1	1	3	2					1	
1450	gardiner_etal_1988	3	2x2	item_recognition	1	highfreq_generate	0.67		1	1	0	1	653	24	12	1	2	1	9	4	1	1	1	1	1	2	2	1	1	3	1	2	2	1	2	1	
1450	gardiner_etal_1988	3	2x2	item_recognition	1	highfreq_read	0.54		1	1	0	2	653	24	12	1	2	1	9	4	1	1	0	1	1	2	2	1	1	3	1					1	
1450	gardiner_etal_1988	4	2x2	item_free_recall	1	1x_lowfreq_generate	0.328		2	1	0	1	654	20	12	3	2	1	9	1	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	
1450	gardiner_etal_1988	4	2x2	item_free_recall	1	1x_lowfreq_read	0.228		2	1	0	2	654	20	12	3	2	1	9	1	1	1	0	1	1	2	2	1	1	1	2					1	
1450	gardiner_etal_1988	4	2x2	item_free_recall	2	1x_highfreq_generate	0.407		2	1	0	1	655	20	12	3	2	1	9	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	
1450	gardiner_etal_1988	4	2x2	item_free_recall	2	1x_highfreq_read	0.274		2	1	0	2	655	20	12	3	2	1	9	1	1	1	0	1	1	2	2	1	1	1	1					1	
1451	ghatala_1983	1	2x2	item_cued_recall	1	determined_generate	0.77		1	1	0	1	656	20	11	2	2	9	1	1	2	4	1	1	2	2	2	2	1	1	1	1	2	1	1	7	
1451	ghatala_1983	1	2x2	item_cued_recall	2	determined_read	0.695		1	1	0	2	656	20	11	2	2	9	1	1	2	4	0	1	2	2	2	2	1	1	1					7	
1451	ghatala_1983	1	2x2	item_cued_recall	1	undertermined_generate	0.909		1	1	0	1	657	20	11	2	2	9	1	1	2	4	2	1	2	2	2	2	1	1	2	1	2	1	1	7	
1451	ghatala_1983	1	2x2	item_cued_recall	2	undertermined_read	0.709		1	1	0	2	657	20	11	2	2	9	1	1	2	4	0	1	2	2	2	2	1	1	2					7	
1451	ghatala_1983	2	2x2	context_cued_recall	1	determined_generate	0.527		1	1	0	1	658	20	11	2	2	9	1	1	2	4	1	6	2	2	2	2	1	1	1	1	2	1	1	7	
1451	ghatala_1983	2	2x2	context_cued_recall	2	determined_read	0.5		1	1	0	2	658	20	11	2	2	9	1	1	2	4	0	6	2	2	2	2	1	1	1					7	
1451	ghatala_1983	2	2x2	context_cued_recall	1	undertermined_generate	0.682		1	1	0	1	659	20	11	2	2	9	1	1	2	4	2	6	2	2	2	2	1	1	2	1	2	1	1	7	
1451	ghatala_1983	2	2x2	context_cued_recall	2	undertermined_read	0.523		1	1	0	2	659	20	11	2	2	9	1	1	2	4	0	6	2	2	2	2	1	1	2					7	
1452	graf_1981	1	2x2	item_cued_recall	1	meaningful_generate	0.645625		1	1	0	1	660	12	16	2	2	9	1	1	1	4	1	1	2	2	2	1	1	1	1	3	2	1	3	7	
1452	graf_1981	1	2x2	item_cued_recall	1	meaningful_read	0.28125		1	1	0	2	660	12	16	2	2	9	1	1	1	4	0	1	2	2	2	1	1	1	1					7	
1452	graf_1981	1	2x2	item_cued_recall	2	anomalous_generate	0.208125		1	1	0	1	661	12	16	2	2	9	6	1	1	4	2	1	2	2	2	1	1	1	2	3	2	1	3	7	
1452	graf_1981	1	2x2	item_cued_recall	2	anomalous_read	0.265625		1	1	0	2	661	12	16	2	2	9	6	1	1	4	0	1	2	2	2	1	1	1	2					7	
1453	hara_etal_1989	1	2x2	item_recognition	1	1x_word_generate	0.58	0.16	1	1	0	1	662	13	10	1	1	2	5	1	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
1453	hara_etal_1989	1	2x2	item_recognition	1	1x_word_read	0.35	0.15	1	1	0	2	662	13	10	1	1	2	5	1	1	5		1	1	2	2	1	1	1						8	
1453	hara_etal_1989	1	2x2	item_recognition	1	1x_nonword_generate	0.37	0.2	1	1	0	1	663	13	10	1	1	3	5	1	1	5		1	1	2	2	1	1	1		3	3	3	3	8	
1453	hara_etal_1989	1	2x2	item_recognition	1	1x_nonword_read	0.33	0.2	1	1	0	2	663	13	10	1	1	3	5	1	1	5		1	1	2	2	1	1	1						8	
1453	hara_etal_1989	2	2x2	item_recognition	1	1x_word_generate	0.69	0.19	1	1	0	1	664	15	10	1	1	2	5	1	2	5		1	2	2	2	1	1	1		3	3	3	3	8	
1453	hara_etal_1989	2	2x2	item_recognition	2	1x_word_read	0.4	0.23	1	1	0	2	664	15	10	1	1	2	5	1	2	5		1	2	2	2	1	1	1						8	
1453	hara_etal_1989	2	2x2	item_recognition	1	1x_nonword_generate	0.3	0.22	1	1	0	1	665	15	10	1	1	3	5	1	2	5		1	2	2	2	1	1	1		3	3	3	3	8	
1453	hara_etal_1989	2	2x2	item_recognition	2	1x_nonword_read	0.28	0.11	1	1	0	2	665	15	10	1	1	3	5	1	2	5		1	2	2	2	1	1	1						8	
1454	hertel_1989	1	2x2x2	item_free_recall	1	anagram_easy_generate	0.35		1	1	0	1	666	20	10	3	1	1	9	1	2	2	1	1	2	1	2	1	1	2	1	99	3	1	3	1	
1454	hertel_1989	1	2x2x2	item_free_recall	2	anagram_easy_evaluate	0.23		1	1	0	2	666	20	10	3	1	1	9	1	2	2	0	1	2	1	2	1	1	2	1	99				1	
1454	hertel_1989	1	2x2x2	item_free_recall	1	anagram_hard_generate	0.34		1	1	0	1	667	20	10	3	1	1	9	1	2	2	2	1	2	1	2	1	1	2	2	99	3	1	3	1	
1454	hertel_1989	1	2x2x2	item_free_recall	2	anagram_hard_evaluate	0.27		1	1	0	2	667	20	10	3	1	1	9	1	2	2	0	1	2	1	2	1	1	2	2	99				1	
1454	hertel_1989	1	2x2x2	item_free_recall	1	sentence_easy_generate	0.36		1	1	0	1	668	20	10	3	1	9	99	1	2	4	1	1	2	1	2	1	1	2	1	99	3	2	3	7	
1454	hertel_1989	1	2x2x2	item_free_recall	2	sentence_easy_evaluate	0.29		1	1	0	2	668	20	10	3	1	9	99	1	2	4	0	1	2	1	2	1	1	2	1	99				7	
1454	hertel_1989	1	2x2x2	item_free_recall	1	sentence_hard_generate	0.53		1	1	0	1	669	20	10	3	1	9	99	1	2	4	2	1	2	1	2	1	1	2	2	99	3	2	3	7	
1454	hertel_1989	1	2x2x2	item_free_recall	2	sentence_hard_evaluate	0.4		1	1	0	2	669	20	10	3	1	9	99	1	2	4	0	1	2	1	2	1	1	2	2	99				7	
1455	hirshman_bjork_1988	1	2x2	item_free_recall	1	easy_generate	0.39		1	1	0	1	670	20	14	3	2	2	1	4	2	3	1	1	2	2	2	1	1	2	1	2	2	2	2	3	vowels ommited
1455	hirshman_bjork_1988	1	2x2	item_free_recall	2	easy_read	0.3		1	1	0	2	670	20	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	1					3	
1455	hirshman_bjork_1988	1	2x2	item_free_recall	1	hard_generate	0.47		1	1	0	1	671	20	14	3	2	2	1	4	2	3	2	1	2	2	2	1	1	2	2	2	2	2	2	3	
1455	hirshman_bjork_1988	1	2x2	item_free_recall	2	hard_read	0.41		1	1	0	2	671	20	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	2					3	
1455	hirshman_bjork_1988	1	2x2	item_cued_recall	3	easy_generate	0.9		1	1	0	1	672	20	14	2	2	2	1	4	2	3	1	1	2	2	2	1	1	2	1	2	2	2	2	3	
1455	hirshman_bjork_1988	1	2x2	item_cued_recall	4	easy_read	0.82		1	1	0	2	672	20	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	2	1					3	
1455	hirshman_bjork_1988	1	2x2	item_cued_recall	3	hard_generate	0.85		1	1	0	1	673	20	14	2	2	2	1	4	2	3	2	1	2	2	2	1	1	2	2	2	2	2	2	3	
1455	hirshman_bjork_1988	1	2x2	item_cued_recall	4	hard_read	0.5		1	1	0	2	673	20	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	2	2					3	
1455	hirshman_bjork_1988	2	2x2	item_free_recall	1	easy_generate	0.27		1	1	0	1	674	40	14	3	2	2	1	4	2	3	1	1	2	2	2	1	1	2	1	2	2	2	2	3	
1455	hirshman_bjork_1988	2	2x2	item_free_recall	2	easy_read	0.31		1	1	0	2	674	40	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	1					3	
1455	hirshman_bjork_1988	2	2x2	item_free_recall	1	hard_generate	0.53		1	1	0	1	675	40	14	3	2	2	1	4	2	3	2	1	2	2	2	1	1	2	2	2	2	2	2	3	
1455	hirshman_bjork_1988	2	2x2	item_free_recall	2	hard_read	0.38		1	1	0	2	675	40	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	2					3	
1455	hirshman_bjork_1988	2	2x2	item_cued_recall	3	easy_generate	0.71		1	1	0	1	676	32	14	2	2	2	1	4	2	3	1	1	2	2	2	1	1	3	1	2	2	2	2	3	
1455	hirshman_bjork_1988	2	2x2	item_cued_recall	4	easy_read	0.48		1	1	0	2	676	32	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	3	1					3	
1455	hirshman_bjork_1988	2	2x2	item_cued_recall	3	hard_generate	0.48		1	1	0	1	677	32	14	2	2	2	1	4	2	3	2	1	2	2	2	1	1	3	2	2	2	2	2	3	
1455	hirshman_bjork_1988	2	2x2	item_cued_recall	4	hard_read	0.29		1	1	0	2	677	32	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	3	2					3	
1455	hirshman_bjork_1988	3	2x2	item_free_recall	1	easy_generate	0.36		1	1	0	1	678	72	14	3	2	2	1	4	2	3	1	1	2	2	2	1	1	2	1	2	2	2	2	3	
1455	hirshman_bjork_1988	3	2x2	item_free_recall	2	easy_read	0.47		1	1	0	2	678	72	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	1					3	
1455	hirshman_bjork_1988	3	2x2	item_free_recall	1	hard_generate	0.51		1	1	0	1	679	72	14	3	2	2	1	4	2	3	2	1	2	2	2	1	1	2	2	2	2	2	2	3	
1455	hirshman_bjork_1988	3	2x2	item_free_recall	2	hard_read	0.44		1	1	0	2	679	72	14	3	2	2	1	4	2	3	0	1	2	2	2	1	1	2	2					3	
1455	hirshman_bjork_1988	3	2x2	item_cued_recall	3	easy_generate	0.96		1	1	0	1	680	80	14	2	2	2	1	4	2	3	1	1	2	2	2	1	1	2	1	2	2	2	2	3	
1455	hirshman_bjork_1988	3	2x2	item_cued_recall	4	easy_read	0.84		1	1	0	2	680	80	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	2	1					3	
1455	hirshman_bjork_1988	3	2x2	item_cued_recall	3	hard_generate	0.86		1	1	0	1	681	80	14	2	2	2	1	4	2	3	2	1	2	2	2	1	1	2	2	2	2	2	2	3	
1455	hirshman_bjork_1988	3	2x2	item_cued_recall	4	hard_read	0.63		1	1	0	2	681	80	14	2	2	2	1	4	2	3	0	1	2	2	2	1	1	2	2					3	
1455	hirshman_bjork_1988	4	2x2	item_free_recall	1	generate	0.41		1	1	0	1	682	20	14	3	2	2	1	4	1	3		1	2	2	2	1	1	2		2	2	2	2	3	
1455	hirshman_bjork_1988	4	2x2	item_free_recall	1	read	0.13		1	1	0	2	682	20	14	3	2	2	1	4	1	3		1	2	2	2	1	1	2						3	
1455	hirshman_bjork_1988	4	2x2	item_cued_recall	2	generate	0.86		1	1	0	1	683	20	14	2	2	2	1	4	1	3		1	2	2	2	1	1	2		2	2	2	2	3	
1455	hirshman_bjork_1988	4	2x2	item_cued_recall	2	read	0.48		1	1	0	2	683	20	14	2	2	2	1	4	1	3		1	2	2	2	1	1	2						3	
1456	jacoby_1978	1	2-way	item_cued_recall	1	once_generate	0.569		2	1	0	1	684	18	12	2	1	2	1	1	1	3		1	1	2	2	2	1	1		2	2	3	2	3	
1456	jacoby_1978	1	2-way	item_cued_recall	1	once_read	0.268		2	1	0	2	684	18	12	2	1	2	1	1	1	3		1	1	2	2	2	1	1						3	
1456	jacoby_1978	2	2x2	item_cued_recall	1	once_easy_generate	0.592		2	1	0	1	685	18	10	2	1	2	1	1	1	3	1	1	1	2	2	2	1	1	1	2	2	3	2	3	
1456	jacoby_1978	2	2x2	item_cued_recall	1	once_easy_read	0.273		2	1	0	2	685	18	10	2	1	2	1	1	1	3	0	1	1	2	2	2	1	1	1					3	
1456	jacoby_1978	2	2x2	item_cued_recall	1	once_hard_generate	0.523		2	1	0	1	686	18	10	2	1	2	1	1	1	3	2	1	1	2	2	2	1	1	2	2	2	3	2	3	
1456	jacoby_1978	2	2x2	item_cued_recall	1	once_hard_read	0.24		2	1	0	2	686	18	10	2	1	2	1	1	1	3	0	1	1	2	2	2	1	1	2					3	
1457	jacoby_1983	2R	2-way	item_recognition	1	generate	0.75		1	2	0	1	687	16	15	1	1	2	3	1	1	8		1	1	2	2	2	1	1		2	2	2	2	4	
1457	jacoby_1983	2R	2-way	item_recognition	1	contextpresent_read	0.654		1	2	0	2	687	16	15	1	1	2	3	1	1	8		1	1	2	2	2	1	1						4	
1457	jacoby_1983	2R	2-way	source_recognition	1	generate	0.73		1	2	0	1	688	16	15	1	1	2	3	1	1	8		2	1	2	2	2	1	1		2	2	2	2	4	
1457	jacoby_1983	2R	2-way	source_recognition	1	contextpresent_read	0.71		1	2	0	2	688	16	15	1	1	2	3	1	1	8		2	1	2	2	2	1	1						4	
1458	java_1994	2	2-way	item_cued_recall	1	generate	0.41		1	1	0	1	689	24	20	2	2	1	9	1	1	5		1	1	2	2	1	1	1		2	1	2	2	8	
1458	java_1994	2	2-way	item_cued_recall	1	read	0.22		1	1	0	2	689	24	20	2	2	1	9	1	1	5		1	1	2	2	1	1	1						8	
1459	johnson_etal_1989	1	2x2	item_recognition	1	younger_generate	0.837	0.221	1	1	0	1	690	36	10	1	2	2	3	1	1	3		1	1	2	1	1	1	2		2	3	2	3	3	
1459	johnson_etal_1989	1	2x2	item_recognition	1	younger_read	0.608	0.234	1	1	0	2	690	36	10	1	2	2	3	1	1	3		1	1	2	1	1	1	2						3	
1459	johnson_etal_1989	1	2x2	item_recognition	2	older_generate	0.778	0.2	1	1	0	1	691	33	10	1	2	2	3	1	1	3		1	1	2	1	1	1	2		2	3	2	3	3	
1459	johnson_etal_1989	1	2x2	item_recognition	2	older_read	0.554	0.25	1	1	0	2	691	33	10	1	2	2	3	1	1	3		1	1	2	1	1	1	2						3	
1460	kane_anderson_1978	1	2x3	item_cued_recall	1	determined_generate	0.77		1	1	0	1	692	16	24	2	2	9	99	1	2	4	1	1	2	2	2	2	1	1	1	1	2	1	2	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	1	2x3	item_cued_recall	2	determined_read	0.69		1	1	0	2	692	16	24	2	2	9	99	1	2	4	0	1	2	2	2	2	1	1	1					7	
1460	kane_anderson_1978	1	2x3	item_cued_recall	3	undetermined_generate	0.78		1	1	0	1	693	16	24	2	2	9	99	1	2	4	2	1	2	2	2	2	1	1	2	1	1	1	3	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	1	2x3	item_cued_recall	4	undetermined_read	0.66		1	1	0	2	693	16	24	2	2	9	99	1	2	4	0	1	2	2	2	2	1	1	2					7	
1460	kane_anderson_1978	1	2x3	item_cued_recall	5	mixed_generate	0.76		1	1	0	1	694	16	24	2	2	9	99	1	2	4		1	2	2	2	2	1	1		99		1	99	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	1	2x3	item_cued_recall	6	mixed_read	0.7		1	1	0	2	694	16	24	2	2	9	99	1	2	4	0	1	2	2	2	2	1	1		99				7	
1460	kane_anderson_1978	2	2x2	item_cued_recall	1	determined_generate	0.84		1	1	0	1	695	11	15	2	2	9	99	1	2	4	1	1	2	2	2	2	1	1	1	1	2	1	3	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	2	2x2	item_cued_recall	2	determined_read	0.69		1	1	0	2	695	11	15	2	2	9	99	1	2	4	0	1	2	2	2	2	1	1	1					7	
1460	kane_anderson_1978	2	2x2	item_cued_recall	3	undetermined_generate	0.83		1	1	0	1	696	11	15	2	2	9	99	1	2	4	2	1	2	2	2	2	1	1	2	1	1	1	2	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	2	2x2	item_cued_recall	4	undetermined_read	0.65		1	1	0	2	696	11	15	2	2	9	99	1	2	4	0	1	2	2	2	2	1	1	2					7	
1460	kane_anderson_1978	2	2x2	item_cued_recall	1	delayed_determined_generate	0.5		1	1	0	1	697	11	15	2	2	9	99	1	2	4	1	1	2	2	2	2	1	3	1	1	2	1	3	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	2	2x2	item_cued_recall	2	delayed_determined_read	0.26		1	1	0	2	697	11	15	2	2	9	99	1	2	4	0	1	2	2	2	2	1	3	1					7	
1460	kane_anderson_1978	2	2x2	item_cued_recall	3	delayed_undetermined_generate	0.4		1	1	0	1	698	11	15	2	2	9	99	1	2	4	2	1	2	2	2	2	1	3	2	1	1	1	2	7	"part given correct ""normed"" response after generating.."
1460	kane_anderson_1978	2	2x2	item_cued_recall	4	delayed_undetermined_read	0.28		1	1	0	2	698	11	15	2	2	9	99	1	2	4	0	1	2	2	2	2	1	3	2					7	
1461	kinoshita_1989	1	2-way	item_free_recall	1	generate	0.36		1	1	0	1	699	15	10	3	1	1	9	4	1	1		1	1	2	2	1	1	1		2	3	1	2	1	
1461	kinoshita_1989	1	2-way	item_free_recall	1	read	0.18		1	1	0	2	699	15	10	3	1	1	9	4	1	1		1	1	2	2	1	1	1						1	
1461	kinoshita_1989	3	2-way	item_free_recall	1	highmeaning_generate	0.319		1	1	0	1	700	20	8	3	1	1	9	4	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	
1461	kinoshita_1989	3	2-way	item_free_recall	1	highmeaning_read	0.1		1	1	0	2	700	20	8	3	1	1	9	4	1	1	0	1	1	2	2	1	1	1	1					1	
1461	kinoshita_1989	3	2-way	item_free_recall	1	lowmeaning_generate	0.175		1	1	0	1	701	20	8	3	1	1	9	4	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	
1461	kinoshita_1989	3	2-way	item_free_recall	1	lowmeaning_read	0.138		1	1	0	2	701	20	8	3	1	1	9	4	1	1	0	1	1	2	2	1	1	1	2					1	
1461	kinoshita_1989	3	2-way	item_recognition	1	highmeaning_generate	0.85		1	1	0	1	702	20	8	1	1	1	9	4	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	
1461	kinoshita_1989	3	2-way	item_recognition	1	highmeaning_read	0.638		1	1	0	2	702	20	8	1	1	1	9	4	1	1	0	1	1	2	2	1	1	1	1					1	
1461	kinoshita_1989	3	2-way	item_recognition	1	lowmeaning_generate	0.763		1	1	0	1	703	20	8	1	1	1	9	4	1	1	2	1	1	2	2	1	1	1	2	2	2	1	2	1	
1461	kinoshita_1989	3	2-way	item_recognition	1	lowmeaning_read	0.6		1	1	0	2	703	20	8	1	1	1	9	4	1	1	0	1	1	2	2	1	1	1	2					1	
1461	kinoshita_1989	4	2-way	item_free_recall	1	highmeaning_generate	0.3		1	1	0	1	704	10	16	3	1	1	9	4	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	
1461	kinoshita_1989	4	2-way	item_free_recall	2	highmeaning_read	0.231		1	1	0	2	704	10	16	3	1	1	9	4	2	1	0	1	2	2	2	1	1	1	1					1	
1461	kinoshita_1989	4	2-way	item_free_recall	1	lowmeaning_generate	0.113		1	1	0	1	705	10	16	3	1	1	9	4	2	1	2	1	2	2	2	1	1	1	2	2	2	1	2	1	
1461	kinoshita_1989	4	2-way	item_free_recall	2	lowmeaning_read	0.119		1	1	0	2	705	10	16	3	1	1	9	4	2	1	0	1	2	2	2	1	1	1	2					1	
1461	kinoshita_1989	4	2-way	item_recognition	1	highmeaning_generate	0.85		1	1	0	1	706	10	16	1	1	1	9	4	2	1	1	1	2	2	2	1	1	1	1	2	2	1	2	1	
1461	kinoshita_1989	4	2-way	item_recognition	2	highmeaning_read	0.706		1	1	0	2	706	10	16	1	1	1	9	4	2	1	0	1	2	2	2	1	1	1	1					1	
1461	kinoshita_1989	4	2-way	item_recognition	1	lowmeaning_generate	0.75		1	1	0	1	707	10	16	1	1	1	9	4	2	1	2	1	2	2	2	1	1	1	2	2	2	1	2	1	
1461	kinoshita_1989	4	2-way	item_recognition	2	lowmeaning_read	0.65		1	1	0	2	707	10	16	1	1	1	9	4	2	1	0	1	2	2	2	1	1	1	2					1	
1463	mcclelland_pring_1991	1	2-way	item_free_recall	1	generate	0.454	0.128	1	1	0	1	708	8	25	3	1	2	1	1	2	8		1	2	2	2	2	1	1		1	1	2	1	6	
1463	mcclelland_pring_1991	1	2-way	item_free_recall	2	read	0.3	0.151	1	1	0	2	708	8	25	3	1	2	1	1	2	8		1	2	2	2	2	1	1						6	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	dom_polar_generate	0.35	0.2	1	1	0	1	709	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1		3	3	2	3	3	vowels ommitted
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	dom_polar_read	0.21	0.18	1	1	0	2	709	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	dom_balanced_generate	0.21	0.23	1	1	0	1	710	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	dom_balanced_read	0.08	0.12	1	1	0	2	710	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	nondom_polar_generate	0.13	0.13	1	1	0	1	711	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	nondom_polar_read	0.08	0.12	1	1	0	2	711	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	nondom_balanced_generate	0.1	0.23	1	1	0	1	712	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	1	2x2x2	item_cued_recall	1	nondom_balanced_read	0.1	0.2	1	1	0	2	712	12	8	2	2	2	5	4	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	extralist_same_dom_generate	0.48	0.14	1	1	0	1	713	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	extralist_same_dom_read	0.25	0.2	1	1	0	2	713	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	extralist_same_nondom_generate	0.29	0.2	1	1	0	1	714	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	extralist_same_nondom_read	0.19	0.14	1	1	0	2	714	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1						3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	studycue_same_dom_generate	0.59	0.2	1	1	0	1	715	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1		3	3	2	3	3	
1464	mcelroy_1987	2	2x2x2	item_cued_recall	1	studycue_same_dom_read	0.31	0.26	1	1	0	2	715	16	6	2	2	2	5	1	1	3		1	1	2	2	2	1	1						3	
