"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
143,524,"Y","Carettochelys_insculpta","Carettochelys_insculpta","",2,0.06,NA,NA,NA,NA,"r2","+","",NA,65,"Length","Number","Clutch","it","Egg","Wild","","Doody, J. S., Georges, A. & Young, J. E.","2003",2,"Chordata","Reptilia","Testudines","Carettochelyidae","Carettochelys",NA,0.172271353842822,0.174006547640118,"Single"
143,525,"Y","Carettochelys_insculpta","Carettochelys_insculpta","",2,0.18,NA,NA,NA,NA,"r2","+","",NA,51,"Length","Number","Clutch","it","Egg","Wild","","Doody, J. S., Georges, A. & Young, J. E.","2003",2,"Chordata","Reptilia","Testudines","Carettochelyidae","Carettochelys",NA,0.381881307912987,0.402260309470281,"Single"
143,526,"Y","Carettochelys_insculpta","Carettochelys_insculpta","",2,0.28,NA,NA,NA,NA,"r2","+","",NA,75,"Length","Number","Clutch","it","Egg","Wild","","Doody, J. S., Georges, A. & Young, J. E.","2003",2,"Chordata","Reptilia","Testudines","Carettochelyidae","Carettochelys",NA,0.509901951359279,0.562597262235913,"Single"
145,527,"N","Bulinus_truncatus","Bulinus_truncatus","",NA,0.55,NA,NA,NA,NA,"r","+","",NA,76,"Length","Number","Clutch","it","Egg","Captive","","Doums, C., Perdieu, M. A. & Jarne, P.","1998",2,"Mollusca","Gastropoda","Heterobranchia","Planorbidae","Bulinus",NA,0.55,0.618381313574464,"Single"
145,528,"N","Bulinus_truncatus","Bulinus_truncatus","",NA,0.5,NA,NA,NA,NA,"r","+","",NA,81,"Length","Number","Clutch","it","Egg","Captive","","Doums, C., Perdieu, M. A. & Jarne, P.","1998",2,"Mollusca","Gastropoda","Heterobranchia","Planorbidae","Bulinus",NA,0.5,0.549306144334055,"Single"
145,529,"N","Bulinus_truncatus","Bulinus_truncatus","",NA,0.71,NA,NA,NA,NA,"r","+","",NA,77,"Length","Number","Clutch","it","Egg","Captive","","Doums, C., Perdieu, M. A. & Jarne, P.","1998",2,"Mollusca","Gastropoda","Heterobranchia","Planorbidae","Bulinus",NA,0.71,0.887183863258093,"Single"
147,530,"Y","Leiolepis_reevesii","Leiolepis_reevesii","",2,0.147,NA,NA,NA,NA,"r2","+","",NA,200,"Length","Number","Clutch","it","Egg","Captive","","Du, Y., Lin, C. X., Lin, L. H., Qiu, Q. B. & Ji, X.","2011",2,"Chordata","Reptilia","Squamata","Agamidae","Leiolepis",NA,0.371940991990454,0.390673837377454,"Single"
149,531,"Y","Demansia_vestigiata","Demansia_vestigiata","",2,0.63,NA,NA,NA,NA,"r2","+","",NA,8,"Length","Number","Clutch","it","Egg","Wild","","Fearn, S. & Trembath, D. F.","2009",2,"Chordata","Reptilia","Squamata","Elapidae","Demansia",NA,0.694262198308391,0.856137383197377,"Single"
150,532,"Y","Tupinambis_rufescens","Tupinambis_rufescens","",NA,0.75,NA,NA,NA,NA,"r","+","",NA,7,"Length","Number","Clutch","it","Egg","Wild","","Fitzgerald, L. A., Cruz, F. B. & Perotti, G.","1993",2,"Chordata","Reptilia","Squamata","Teiidae","Tupinambis",NA,0.75,0.972955074527657,"Single"
151,533,"N","Centruroides_vittatus","Centruroides_vittatus","",NA,0.428,NA,NA,NA,NA,"r","+","",NA,34,"Mass","Number","Clutch","it","Offspring","Captive","","Formanowicz, D. R. & Shaffer, L. R.","1993",2,"Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides",NA,0.428,0.457445575759866,"Single"
152,534,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.32,NA,NA,NA,NA,"r","+","",NA,23,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.32,0.331647108705132,"Single"
152,535,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.45,NA,NA,NA,NA,"r","+","",NA,21,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.45,0.484700278594052,"Single"
152,536,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.56,NA,NA,NA,NA,"r","+","",NA,22,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.56,0.632833186665638,"Single"
152,537,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.68,NA,NA,NA,NA,"r","+","",NA,44,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.68,0.829114038301766,"Single"
152,538,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.82,NA,NA,NA,NA,"r","+","",NA,14,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.82,1.15681746459032,"Single"
152,539,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.83,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.83,1.1881364043926,"Single"
152,540,"Y","Lampropholis_delicata","Lampropholis_delicata","",NA,0.62,NA,NA,NA,NA,"r","+","",NA,8,"Length","Number","Clutch","it","Egg","Captive","","Forsman, A. & Shine, R.","1995",2,"Chordata","Reptilia","Squamata","Scincidae","Lampropholis",NA,0.62,0.725005087752999,"Single"
153,541,"Y","Uta_stansburiana","Uta_stansburiana","",2,0.13,NA,NA,NA,NA,"r2","+","",NA,22,"Length","Number","Clutch","it","Egg","Captive","","Fox, S. F. & McCoy, J. K.","2000",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Uta",NA,0.196012888942485,0.198582736566398,"Single"
154,542,"N","Etheostoma_caeruleum","Etheostoma_caeruleum","",NA,0.359,NA,NA,NA,NA,"r","+","",NA,9,"Length","Number","Annual","it","Egg","Captive","","Fuller, R. C.","1998",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.359,0.375737478615237,"Single"
155,543,"Y","Podarcis_bocagei","Podarcis_bocagei","",NA,0.52,NA,NA,NA,NA,"r2","+","",NA,89,"Length","Number","Clutch","it","Egg","Wild","","Galan, P.","1997",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.721110255092798,0.909954167268763,"Single"
156,544,"Y","Podarcis_hispanica","Podarcis_hispanica","",NA,0.64,NA,NA,NA,NA,"r","+","",NA,34,"Length","Number","Clutch","it","Egg","Captive","","Galan, P.","2007",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.64,0.758173744684044,"Single"
157,545,"Y","Eurolophosaurus_nanuzae","Eurolophosaurus_nanuzae","",NA,0.47,NA,NA,NA,NA,"r","+","",NA,34,"Length","Number","Clutch","it","Egg","Wild","","Galdino, C. A. B. & Van Sluys, M.","2011",2,"Chordata","Reptilia","Squamata","Tropiduridae","Eurolophosaurus",NA,0.47,0.510070336613307,"Single"
158,546,"Y","Sceloporus_undulatus","Sceloporus_undulatus","",NA,0.716,NA,NA,NA,NA,"r","+","",NA,20,"Length","Number","Clutch","it","Egg","Wild","Sceloporus_undulatus_erythrocheilus","Gillis, R. & Ballinger, R. E.","1992",2,"Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,0.716,0.899388520943351,"Single"
159,547,"N","Etheostoma_zonale","Etheostoma_zonale","",NA,0.903,NA,NA,NA,NA,"r","+","",NA,20,"Length","Number","Clutch","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","1996",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.903,1.48823794439638,"Single"
159,548,"N","Etheostoma_zonale","Etheostoma_zonale","",NA,0.804,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","1996",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.804,1.10982352069603,"Single"
159,549,"N","Etheostoma_zonale","Etheostoma_zonale","",NA,0.93,NA,NA,NA,NA,"r","+","",NA,7,"Length","Number","Clutch","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","1996",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.93,1.65839001992479,"Single"
159,550,"N","Etheostoma_zonale","Etheostoma_zonale","",2,0.651,NA,NA,NA,NA,"r2","+","",NA,72,"Length","Number","Clutch","it","Egg","Captive","","Guill, J. M. & Heins, D. C.","2000",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.800552345553378,1.10014846863923,"Single"
160,551,"N","Etheostoma_simoterum","Etheostoma_simoterum","",NA,0.887,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.887,1.4076778633281,"Single"
160,552,"N","Etheostoma_simoterum","Etheostoma_simoterum","",NA,0.692,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.692,0.851783378596297,"Single"
160,553,"N","Etheostoma_simoterum","Etheostoma_simoterum","",NA,0.867,NA,NA,NA,NA,"r","+","",NA,16,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.867,1.32086950765998,"Single"
160,554,"N","Notropis_longirostris","Notropis_longirostris","",2,0.636,NA,NA,NA,NA,"r2","+","",NA,33,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.782133833389998,1.0508428742449,"Single"
160,555,"N","Notropis_longirostris","Notropis_longirostris","",2,0.427,NA,NA,NA,NA,"r2","+","",NA,41,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.62995405012045,0.741339958251092,"Single"
160,556,"N","Notropis_longirostris","Notropis_longirostris","",2,0.725,NA,NA,NA,NA,"r2","+","",NA,23,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.835164654424503,1.20497120816827,"Single"
160,557,"N","Notropis_longirostris","Notropis_longirostris","",2,0.71,NA,NA,NA,NA,"r2","+","",NA,41,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.833508753466491,1.19952201350895,"Single"
160,558,"N","Notropis_longirostris","Notropis_longirostris","",2,0.737,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.840273064860115,1.22210177127234,"Single"
160,559,"N","Notropis_longirostris","Notropis_longirostris","",2,0.478,NA,NA,NA,NA,"r2","+","",NA,24,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.654435416435964,0.783017768969914,"Single"
160,560,"N","Notropis_longirostris","Notropis_longirostris","",2,0.814,NA,NA,NA,NA,"r2","+","",NA,15,"Length","Number","Clutch","it","Egg","Wild","","Heins, D. C.","1991",2,"Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Notropis",NA,0.884872872225158,1.39778933955615,"Single"
161,561,"N","Pungitius_pungitius","Pungitius_pungitius","",NA,0.812,NA,NA,NA,NA,"r","+","",NA,123,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L.","2005",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.812,1.13287226188649,"Single"
161,562,"N","Pungitius_pungitius","Pungitius_pungitius","",NA,0.779,NA,NA,NA,NA,"r","+","",NA,132,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L.","2005",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.779,1.04282199307404,"Single"
161,563,"N","Pungitius_pungitius","Pungitius_pungitius","",NA,0.839,NA,NA,NA,NA,"r","+","",NA,47,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L.","2005",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.839,1.21778642980993,"Single"
161,564,"N","Pungitius_pungitius","Pungitius_pungitius","",NA,0.885,NA,NA,NA,NA,"r","+","",NA,51,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., De Silva, G. & Birden, E. L.","2005",2,"Chordata","Actinopterygii","Gasterosteriformes","Gasterostidae","Pungitius",NA,0.885,1.39837548575943,"Single"
162,565,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.886,NA,NA,NA,NA,"r","+","",NA,48,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.886,1.40300750739945,"Single"
162,566,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.881,NA,NA,NA,NA,"r","+","",NA,86,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.881,1.38021766809475,"Single"
162,567,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.783,NA,NA,NA,NA,"r","+","",NA,351,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.783,1.05307763216134,"Single"
162,568,"N","Gasterosteus_aculeatus","Gasterosteus_aculeatus","",NA,0.828,NA,NA,NA,NA,"r","+","",NA,208,"Mass","Number","Clutch","it","Egg","Wild","","Heins, D. C., Baker, J. A., Toups, M. A. & Birden, E. L.","2010",2,"Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus",NA,0.828,1.18174163760032,"Single"
163,569,"N","Pirata_piraticus","Pirata_piraticus","",NA,0.4,NA,NA,NA,NA,"r","+","",NA,28,"Width","Number","Clutch","it","Egg","Captive","","Hendrickx, F. & Maelfait, J. P.","2003",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Pirata",NA,0.4,0.423648930193602,"Single"
164,570,"N","Anisakis_simplex","Anisakis_simplex","",NA,0.671,NA,NA,NA,NA,"r","+","",NA,50,"Volume","Number","Clutch","it","Egg","Wild","","Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A.","2007",2,"Nematoda","Secernentea","Ascaridida","Anisakidae","Anisakis",NA,0.671,0.812559888915011,"Single"
164,571,"N","Contracaecum_osculatum","Contracaecum_osculatum","",NA,0.54,NA,NA,NA,NA,"r","+","",NA,50,"Volume","Number","Clutch","it","Egg","Wild","","Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A.","2007",2,"Nematoda","Chromadorea","Ascaridida","Anisakidae","Contracaecum",NA,0.54,0.604155602962267,"Single"
164,572,"N","Pseudoterranova_decipiens","Pseudoterranova_decipiens","",NA,0.659,NA,NA,NA,NA,"r","+","",NA,50,"Volume","Number","Clutch","it","Egg","Wild","","Herreras, M. V., Montero, F. E., Marcogliese, D. J., Raga, J. A. & Balbuena, J. A.","2007",2,"Nematoda","Secernentea","Ascaridida","Anisakidae","Pseudoterranova",NA,0.659,0.791043906453464,"Single"
165,573,"Y","Chamaeleo_montium","Chamaeleo_montium","",NA,0.79,NA,NA,NA,NA,"r","+","",NA,49,"Mass","Number","Clutch","it","Egg","Captive","","Herrmann, P. A. & Herrmann, H. W.","2005",2,"Chordata","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",NA,0.79,1.07143168405867,"Single"
166,574,"Y","Sphenomorphus_incognitus","Sphenomorphus_incognitus","",NA,0.65,NA,NA,NA,NA,"r","+","",NA,10,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","2010",2,"Chordata","Reptilia","Squamata","Scincidae","Sphenomorphus",NA,0.65,0.775298706205583,"Single"
167,575,"Y","Emoia_atrocostata","Emoia_atrocostata","",NA,0.236,NA,NA,NA,NA,"r","+","",NA,20,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","2011",2,"Chordata","Reptilia","Squamata","Scincidae","Emoia",NA,0.236,0.240533924425558,"Single"
168,576,"Y","Takydromus_hsuehshanensis","Takydromus_hsuehshanensis","",NA,0.45,NA,NA,NA,NA,"r","+","",NA,39,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","1998",2,"Chordata","Reptilia","Squamata","Lacertidae","Takydromus",NA,0.45,0.484700278594052,"Single"
169,577,"Y","Mabuya_longicaudata","Mabuya_longicaudata","",NA,0.68,NA,NA,NA,NA,"r","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","2006a",2,"Chordata","Reptilia","Squamata","Scincidae","Mabuya",NA,0.68,0.829114038301766,"Single"
170,578,"Y","Takydromus_sauteri","Takydromus_sauteri","",NA,0.156,NA,NA,NA,NA,"r","+","",NA,31,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","2006b",2,"Chordata","Reptilia","Squamata","Lacertidae","Takydromus",NA,0.156,0.157284277318183,"Single"
171,579,"Y","Japalura_swinhonis","Japalura_swinhonis","",NA,0.208,NA,NA,NA,NA,"r","+","",NA,22,"Length","Number","Clutch","it","Egg","Wild","","Huang, W. S.","2007",2,"Chordata","Reptilia","Squamata","Agamidae","Japalura",NA,0.208,0.211079993340167,"Single"
172,580,"Y","Chelydra_serpentina","Chelydra_serpentina","",NA,0.52,NA,NA,NA,NA,"r","+","",NA,23,"Mass","Number","Clutch","it","Egg","Wild","","Iverson, J. B., Higgins, H., Sirulnik, A. & Griffiths, C.","1997",2,"Chordata","Reptilia","Testudines","Chelydridae","Chelydra",NA,0.52,0.576339754969193,"Single"
173,581,"Y","Kinosternon_hirtipes","Kinosternon_hirtipes","",NA,0.49,NA,NA,NA,NA,"r","+","",NA,34,"Length","Number","Clutch","it","Egg","Wild","","Iverson, J. B., Barthelmess, E. L., Smith, G. R. & Derivera, C. E.","1991",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.49,0.536060336610567,"Single"
174,582,"Y","Chrysemys_picta","Chrysemys_picta","",NA,0.23,NA,NA,NA,NA,"r","+","",NA,221,"Length","Number","Clutch","it","Egg","Wild","","Iverson, J. B. & Smith, G. R.","1993",2,"Chordata","Reptilia","Testudines","Emydidae","Chrysemys",NA,0.23,0.234189466759367,"Single"
175,583,"Y","Apalone_ferox","Apalone_ferox","",NA,0.66,NA,NA,NA,NA,"r","+","",NA,54,"Length","Number","Clutch","it","Egg","Wild","","Iverson, J. B. & Moler, P. E.","1997",2,"Chordata","Reptilia","Testudines","Trionychidae","Apalone",NA,0.66,0.792813631870191,"Single"
176,584,"Y","Sternotherus_carinatus","Sternotherus_carinatus","",NA,0.82,NA,NA,NA,NA,"r","+","",NA,55,"Length","Number","Clutch","it","Egg","Wild","","Iverson, J. B.","2002",2,"Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",NA,0.82,1.15681746459032,"Single"
177,585,"Y","Cyclura_cychlura","Cyclura_cychlura","",NA,0.73,NA,NA,NA,NA,"r","+","",NA,74,"Length","Number","Clutch","it","Egg","Wild","Cyclura_cychlura_inornata","Iverson, J. B., Hines, K. N. & Valiulis, J. M.","2004",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.73,0.928727364246725,"Single"
178,586,"Y","Kinosternon_scorpioides","Kinosternon_scorpioides","",NA,0.93,NA,NA,NA,NA,"r","+","",NA,9,"Length","Number","Clutch","it","Egg","Wild","Kinosternon_scorpioides_cruentatum","Iverson, J. B.","2010",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.93,1.65839001992479,"Single"
179,587,"Y","Pituophis_catenifer","Pituophis_catenifer","",NA,0.48,NA,NA,NA,NA,"r","+","",NA,49,"Length","Number","Clutch","it","Egg","Wild","Pituophis_catenifer_sayi","Iverson, J. B., Young, C. A., Akre, T. S. B. & Griffiths, C. M.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Pituophis",NA,0.48,0.522984277591344,"Single"
180,588,"Y","Calotes_versicolor","Calotes_versicolor","",2,0.48,NA,NA,NA,NA,"r2","+","",NA,65,"Length","Number","Clutch","it","Egg","Captive","","Ji, X., Qiu, Q. B. & Diong, C. H.","2002",2,"Chordata","Reptilia","Squamata","Agamidae","Calotes",NA,0.680606939761573,0.830243886385194,"Single"
181,589,"Y","Graptemys_oculifera","Graptemys_oculifera","",2,0.503,NA,NA,NA,NA,"r2","+","",NA,134,"Length","Number","Clutch","it","Egg","Wild","","Jones, R. L.","2006",2,"Chordata","Reptilia","Testudines","Emydidae","Glyptemys",NA,0.7038552505597,0.874900201876753,"Single"
182,590,"N","Salmo_trutta","Salmo_trutta","",2,0.62,NA,NA,NA,NA,"r2","+","",NA,50,"Mass","Number","Clutch","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.777064853943377,1.03791870974739,"Single"
182,591,"N","Salmo_trutta","Salmo_trutta","",2,0.37,NA,NA,NA,NA,"r2","+","",NA,50,"Mass","Number","Clutch","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.585825476880019,0.671286458957606,"Single"
182,592,"N","Salmo_trutta","Salmo_trutta","",2,0.22,NA,NA,NA,NA,"r2","+","",NA,50,"Mass","Number","Clutch","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.432213501221674,0.462615481906053,"Single"
182,593,"N","Salmo_trutta","Salmo_trutta","",2,0.81,NA,NA,NA,NA,"r2","+","",NA,99,"Mass","Number","Clutch","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.897798232715273,1.46075034913842,"Single"
182,594,"N","Salmo_trutta","Salmo_trutta","",2,0.5,NA,NA,NA,NA,"r2","+","",NA,21,"Mass","Number","Clutch","it","Egg","Captive","","Jonsson, N. & Jonsson, B.","1999",2,"Chordata","Actinopterygii","Salmoniformes","Salmonidae","Salmo",NA,0.666666666666667,0.80471895621705,"Single"
183,595,"Y","Microlophus_delanonis","Microlophus_delanonis","",2,0.28,NA,NA,NA,NA,"r2","?","",NA,325,"Length","Number","Clutch","it","Egg","Wild","","Jordan, M. A. & Snell, H. L.","2002",2,"Chordata","Reptilia","Squamata","Tropiduridae","Microlophus",NA,0.524907563586732,0.58308984254284,"Single"
184,596,"Y","Ramphotyphlops_braminus","Ramphotyphlops_braminus","",NA,0.582,NA,NA,NA,NA,"r","+","",NA,19,"Length","Number","Clutch","it","Egg","Captive","","Kamosawa, M. & Ota, H.","1996",2,"Chordata","Reptilia","Squamata","Typhlopidae","Ramphotyphlops",NA,0.582,0.665481857901421,"Single"
186,597,"Y","Chelodina_rugosa","Chelodina_rugosa","",2,0.21,NA,NA,NA,NA,"r2","+","",NA,140,"Length","Number","Clutch","it","Egg","Wild","","Kennett, R.","1999",2,"Chordata","Reptilia","Testudines","Chelidae","Chelodina",NA,0.44549652443613,0.479067541178086,"Single"
186,598,"Y","Elseya_dentata","Elseya_dentata","",2,0.4,NA,NA,NA,NA,"r2","+","",NA,41,"Length","Number","Clutch","it","Egg","Wild","","Kennett, R.","1999",2,"Chordata","Reptilia","Testudines","Chelidae","Elseya",NA,0.606976978666884,0.704120925683541,"Single"
187,599,"N","Etheostoma_chermocki","Etheostoma_chermocki","",2,0.56,NA,NA,NA,NA,"r2","+","",NA,38,"Length","Number","Clutch","it","Egg","Wild","","Khudamrongsawat, J., Arrington, D. A. Kuhajda, B. R. & Rypel, A. L.","2005",2,"Chordata","Actinopterygii","Perciformes","Percidae","Etheostoma",NA,0.731339280264053,0.931600609908955,"Single"
188,600,"Y","Tropidurus_torquatus","Tropidurus_torquatus","",NA,0.475,NA,NA,NA,NA,"r","+","",NA,175,"Length","Number","Clutch","it","Egg","Wild","","Kiefer, M. C., Van Sluys, M. & Rocha, C. F. D.","2008",2,"Chordata","Reptilia","Squamata","Tropiduridae","Tropidurus",NA,0.475,0.516507503091148,"Single"
189,601,"Y","Storeria_dekayi","Storeria_dekayi","",NA,0.67,NA,NA,NA,NA,"r","+","",NA,25,"Length","Number","Clutch","it","Offspring","Captive","","King, R. B.","1993",2,"Chordata","Reptilia","Squamata","Colubridae","Storeria",NA,0.67,0.810743125475137,"Single"
190,602,"Y","Cyclura_cychlura","Cyclura_cychlura","",2,0.69,NA,NA,NA,NA,"r2","+","",NA,32,"Length","Number","Clutch","it","Egg","Wild","Cyclura_cychlura_cychlura","Knapp, C. R., Iverson, J. B. & Owens, A. K.","2006",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.817692295215732,1.14981353037545,"Single"
190,603,"Y","Cyclura_cychlura","Cyclura_cychlura","",2,0.56,NA,NA,NA,NA,"r2","+","",NA,70,"Length","Number","Clutch","it","Egg","Wild","Cyclura_cychlura_inornata","Knapp, C. R., Iverson, J. B. & Owens, A. K.","2006",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.739503665739252,0.949383156391665,"Single"
191,604,"N","Alderia_modesta","Alderia_modesta","",2,0.14,NA,NA,NA,NA,"r2","+","",NA,29,"Weight","Number","Clutch","it","Egg","Captive","","Krug, P. J.","2001",2,"Mollusca","Gastropoda","Plakobranchacea","Limapontiidae","Alderia",NA,0.271746488194703,0.278748602111408,"Single"
192,605,"N","Betaeus_emarginatus","Betaeus_emarginatus","",2,0.81,NA,NA,NA,NA,"r2","+","",NA,38,"Length","Number","Clutch","it","Egg","Captive","","Lardies, M. A. & Wehrtmann, I. S.","1997",2,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Betaeus",NA,0.893947905161625,1.44124416702454,"Single"
193,606,"N","Betaeus_truncatus","Betaeus_truncatus","",2,0.59,NA,NA,NA,NA,"r2","+","",NA,22,"Length","Number","Clutch","it","Egg","Captive","","Lardies, M. A. & Wehrtmann, I. S.","2001",2,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Betaeus",NA,0.739487731651552,0.949347993146752,"Single"
