"Article","Datapoint","Amniotes","animal","Species","Common.Name","Parameters","Statistics","Estimate","df","df.1","SE","Type","Direction","Formula","Process","N","Maternal","Offspring","Fecundity","Reproduction","Propagule","Environment","Comments","Author","year","Data.Extraction","Phylum","Class","Order","Family","Genus","X","r","Zr","RU"
190,548,"Y","Cyclura_cychlura","Cyclura_cychlura","",2,0.03,NA,NA,NA,NA,"r2","+","",NA,70,"Length","Mass","","it","Egg","Wild","Cyclura_cychlura_inornata","Knapp, C. R., Iverson, J. B. & Owens, A. K.","2006",2,"Chordata","Reptilia","Squamata","Iguanidae","Cyclura",NA,0.0323229967577748,0.0323342605845648,"Single"
192,549,"N","Betaeus_emarginatus","Betaeus_emarginatus","",2,0.47,NA,NA,NA,NA,"r2","+","",NA,38,"Volume","Volume","","it","Egg","Captive","","Lardies, M. A. & Wehrtmann, I. S.","1997",2,"Arthropoda","Malacostraca","Decapoda","Alpheidae","Betaeus",NA,0.663109557851707,0.798343288327647,"Single"
194,550,"Y","Iguana_iguana","Iguana_iguana","",NA,0.28,NA,NA,NA,NA,"r","+","",NA,68,"Length","Mass","","it","Egg","Captive","","Lichtenbelt, W. D. V. & Albers, K. B.","1993",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.28,0.287682072451781,"Single"
194,551,"Y","Iguana_iguana","Iguana_iguana","",NA,0.38,NA,NA,NA,NA,"r","+","",NA,28,"Length","Mass","","it","Egg","Captive","","Lichtenbelt, W. D. V. & Albers, K. B.","1993",2,"Chordata","Reptilia","Squamata","Iguanidae","Iguana",NA,0.38,0.400059650056057,"Single"
195,552,"Y","Ptyas_korros","Ptyas_korros","",2,0.13,NA,NA,NA,NA,"r2","+","",NA,77,"Length","Mass","","it","Egg","Captive","","Lin, L. H., Mao, F., Chen, C. & Ji, X.","2012",2,"Chordata","Reptilia","Squamata","Colubridae","Ptyas",NA,0.32632267234516,0.338707114929734,"Single"
196,553,"Y","Deinagkistrodon_acutus","Deinagkistrodon_acutus","",2,0.32,NA,NA,NA,NA,"r2","+","",NA,16,"Length","Mass","","it","Egg","Captive","","Lin, Z. H., Ji, X., Luo, L. G. & Ma, X. M.","2005",2,"Chordata","Reptilia","Squamata","Viperidae","Deinagkistrodon",NA,0.464095480892257,0.502518451186797,"Single"
197,554,"Y","Clemmys_guttata","Clemmys_guttata","",NA,0.726,NA,NA,NA,NA,"r","+","",NA,11,"Condition","Volume","","it","Egg","Wild","","Litzgus, J. D., Bolton, F. & Schulte-Hostedde, A. I.","2008",2,"Chordata","Reptilia","Testudines","Emydidae","Clemmys",NA,0.726,0.920216882627651,"Single"
198,555,"Y","Darevskia_praticola","Darevskia_praticola","",NA,-0.07,NA,NA,NA,NA,"r","+","",NA,12,"Length","Mass","","it","Egg","Captive","","Ljubisavljevic, K., Dzukic, G. & Kalezic, M. L.","2008",2,"Chordata","Reptilia","Squamata","Lacertidae","Darevskia",NA,-0.07,-0.0701146706543252,"Single"
199,556,"Y","Iberolacerta_horvathi","Iberolacerta_horvathi","",NA,0.53,NA,NA,NA,NA,"r","+","",NA,16,"Length","Volume","","it","Egg","Captive","","Ljubisavljevic, K., Glasnovic, P., Kalan, K. & Krystufek, B.","2012",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,0.53,0.590145159841189,"Single"
201,557,"N","Hyla_labialis","Hyla_labialis","",2,0.03,NA,NA,NA,NA,"r2","+","",NA,85,"Length","Mass","","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.0796333059381196,0.0798022798962907,"Single"
201,558,"N","Hyla_labialis","Hyla_labialis","",2,0.005,NA,NA,NA,NA,"r2","+","",NA,25,"Length","Mass","","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.0707106781186548,0.0708288840698644,"Single"
201,559,"N","Hyla_labialis","Hyla_labialis","",2,0.06,NA,NA,NA,NA,"r2","+","",NA,15,"Length","Mass","","?","Egg","Captive","","Luddecke, H.","2002",2,"Chordata","Amphibia","Anura","Hylidae","Hyla",NA,0.244948974278318,0.250032246420419,"Single"
202,560,"Y","Natrix_natrix","Natrix_natrix","",NA,0.07,NA,NA,NA,NA,"r","+","",NA,18,"Length","Length","","it","Offspring","Captive","","Luiselli, L., Capula, M. & Shine, R.","1997",2,"Chordata","Reptilia","Squamata","Colubridae","Natrix",NA,0.07,0.0701146706543252,"Single"
207,561,"Y","Tropidonophis_mairii","Tropidonophis_mairii","",2,0.04,NA,NA,NA,NA,"r2","+","",NA,207,"Length","Mass","","it","Egg","Wild","","Brown, G. & Shine, R.","2002",2,"Chordata","Reptilia","Squamata","Colubridae","Tropidonophis",NA,0.174894926439041,0.176711629077777,"Single"
211,564,"Y","Testudo_graeca","Testudo_graeca","",NA,0.606,NA,NA,NA,NA,"r","+","",NA,30,"Length","Mass","","it","Egg","Wild","","Diaz-Paniagua, C., Keller, C. & Andreu, D.","1996",2,"Chordata","Reptilia","Testudines","Testudinidae","Testudo",NA,0.606,0.702575492604386,"Single"
215,565,"Y","Aix_sponsa","Aix_sponsa","",4,45.14,0.043,1,88,0.006,"F","+","",NA,93,"Mass","Mass","","it","Egg","Wild","","Hepp, G & Kennamer, R.","1993",2,"Chordata","Aves","Anseriformes","Anatidae","Aix",NA,0.582272797179282,0.66589448849331,"Single"
218,566,"N","Adalaria_proxima","Adalaria_proxima","",NA,0.219,NA,NA,NA,NA,"r","+","",NA,59,"Weight","Diameter","","it","Egg","Wild","Pooled estimates from pops","Jones, H., Todd, C & Lambert, W.","1996",2,"Mollusca","Gastropoda","Nudibranchia","Onchidorididea","Adalaria",NA,0.219,0.222605489820793,"Single"
219,567,"N","Gerris_buenoi","Gerris_buenoi","",NA,0.134,NA,NA,NA,NA,"r","+","",NA,195,"Length","Volume","","it","Egg","Wild","","Klingenberg, C. & Spence, J.","1997",2,"Arthropoda","Insecta","Hemiptera","Gerridae","Gerris",NA,0.134,0.134810787862631,"Single"
220,568,"Y","Kinosternon_integrum","Kinosternon_integrum","",2,0.13,NA,NA,NA,NA,"r2","+","",NA,20,"Length","Diameter","","it","Egg","Wild","Width","Macip-Ri_os, R. Cisneros, M.,  Aguilar-Miguel X., & Casas-Andreu, G.","2009",2,"Chordata","Reptilia","Testudines","Kinosternidae","Kinosternon",NA,0.166274047354148,0.167832308460387,"Single"
221,569,"Y","Bucephala_clangula","Bucephala_clangula","",NA,0.11,NA,NA,NA,NA,"r","+","",NA,23,"Mass","Mass","","it","Egg","Wild","","Mallory, M., McNicol, D. & Weatherhead, P.","1994",2,"Chordata","Aves","Anseriformes","Anatidae","Bucephala",NA,0.11,0.110446915790097,"Single"
222,570,"N","Elasmostethus_interstinctus","Elasmostethus_interstinctus","",NA,0.14,NA,NA,NA,NA,"r","+","",NA,17,"Mass","Mass","","it","Egg","Captive","","Mappes, J., Kaitala, A. & Rinne, V. ","1996",2,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Elasmostethus",NA,0.14,0.140925576070494,"Single"
229,571,"N","Ariolimax_dolichophallus","Ariolimax_dolichophallus","",NA,-0.19,NA,NA,NA,NA,"r","-","",NA,37,"Mass","Mass","","it","Egg","Captive","","Miller, B. & Sinervo, B.","2007",2,"Mollusca","Gastropoda","Heterobranchia","Ariolimacidae","Ariolimax",NA,-0.19,-0.192337169219545,"Single"
231,572,"Y","Tyrannus_tyrannus","Tyrannus_tyrannus","",NA,2.41,0.142,59,NA,NA,"t","+","",NA,60,"Bill Length","Mass","","it","Egg","Wild","df assumed to be n -1","Murphy, M.","2004",2,"Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus",NA,0.299365947200434,0.308822988384688,"Single"
233,573,"Y","Terrapene_ornata","Terrapene_ornata","",NA,0.034,NA,NA,NA,NA,"r","+","",NA,203,"Length","Diameter","","it","Egg","Wild","Width; Terrapene_ornata_luteola","Nieuwolt-Dacanay, P. M.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Terrapene",NA,0.034,0.0340131104279282,"Single"
234,574,"Y","Parus_caeruleus","Parus_caeruleus","",NA,0.03,NA,NA,NA,NA,"r","+","",NA,48,"Wing Length","Mass","","it","Egg","Wild","","Nilsson, J. & Svensson, E.","1993",2,"Chordata","Aves","Passeriformes","Paridae","Parus",NA,0.03,0.0300090048631265,"Single"
236,575,"Y","Charadrius_semipalmatus","Charadrius_semipalmatus","",NA,0.33,NA,NA,NA,NA,"r","+","",NA,35,"Wing Length","Volume","","it","Egg","Wild","","Nol, E., Blanken, M. S. & Flynn, L.","1997",2,"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius",NA,0.33,0.342828254415394,"Single"
239,576,"N","Arctosa_fulvolineata","Arctosa_fulvolineata","",NA,0.208,NA,NA,NA,NA,"r","+","",NA,28,"Mass","Volume","","it","Egg","Wild","","Peillon, J., Puzin, C., Acou, A. & Outreman, Y.","2009",2,"Arthropoda","Arachnida","Araneae","Lycosidae","Arctosa",NA,0.208,0.211079993340167,"Single"
241,577,"Y","Crocodylus_moreletii","Crocodylus_moreletii","",2,0.6,0.64,NA,NA,NA,"r2","+","",NA,15,"Length","Mass","","it","Egg","Wild","","Platt, S., Rainwater, T., Thorbjarnarson, J. & McMurry, S.","2008",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.730296743340221,0.929362947766225,"Single"
244,578,"Y","Ficedula_hypoleuca","Ficedula_hypoleuca","",NA,0.14,NA,NA,NA,NA,"r","+","",NA,103,"Length","Volume","","it","Egg","Wild","","Potti, J.","1993",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.14,0.140925576070494,"Single"
246,579,"Y","Sitana_ponticeriana","Sitana_ponticeriana","",2,0.08,-0.68,NA,NA,NA,"r2","-","",NA,29,"Length","Volume","","it","Egg","Wild","","Radder, R. & Shanbhag, B.","2003",2,"Chordata","Reptilia","Squamata","Agamidae","Sitana",NA,-0.0960768922830519,-0.0963741616501532,"Single"
249,580,"Y","Cnemidophorus_communis","Cnemidophorus_communis","",NA,0.43,NA,NA,NA,NA,"r","+","",NA,17,"Length","Mass","","it","Egg","Wild","","Ramirez-Bautista, A. & Rosa, D.","2002",2,"Chordata","Reptilia","Squamata","Teiidae","Cnemidophorus",NA,0.43,0.459896681212679,"Single"
250,581,"Y","Anolis_nebulosus","Anolis_nebulosus","",NA,0.244,NA,NA,NA,NA,"r","+","",NA,23,"Length","Mass","","it","Egg","Wild","","Ramirez-Bautista, A. & Vitt, L.","1997",2,"Chordata","Reptilia","Squamata","Dactyloidae","Anolis",NA,0.244,0.249022948559796,"Single"
251,582,"Y","Oplurus_cuvieri","Oplurus_cuvieri","",2,0.22,0.88,NA,NA,NA,"r2","+","",NA,17,"Length","Mass","","it","Egg","Wild","Oplurus_cuvieri_cuvier","Randriamahazo, H & Mori, A","2001",2,"Chordata","Reptilia","Squamata","Opluridae","Oplurus",NA,0.329501788419166,0.342269260218793,"Single"
252,583,"Y","Sialia_sialis","Sialia_sialis","",NA,0.219,NA,NA,NA,NA,"r","+","",NA,59,"Condition","Mass","","it","Egg","Wild","","Robinson, T., Siefferman, L. & Risch, T.","2010",2,"Chordata","Aves","Passeriformes","Turdidae","Sialia",NA,0.219,0.222605489820793,"Single"
254,584,"Y","Malaclemys_terrapin","Malaclemys_terrapin","",NA,0.108,NA,NA,NA,NA,"r","+","",NA,92,"Length","Mass","","it","Egg","Wild","1989","Roosenburg, W. & Dunham, A.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.108,0.10842286736361,"Single"
254,585,"Y","Malaclemys_terrapin","Malaclemys_terrapin","",NA,0.046,NA,NA,NA,NA,"r","+","",NA,95,"Length","Mass","","it","Egg","Wild","1990","Roosenburg, W. & Dunham, A.","1997",2,"Chordata","Reptilia","Testudines","Emydidae","Malaclemys",NA,0.046,0.0460324865882909,"Single"
258,586,"Y","Emydoidea_blandingii","Emydoidea_blandingii","",NA,0.27,0.195,NA,NA,NA,"r2","+","",NA,17,"Length","Mass","","it","Egg","Wild","","Rowe, J.","1992",2,"Chordata","Reptilia","Testudines","Emydidae","Emydoidea",NA,0.519615242270663,0.575812545150118,"Single"
259,587,"Y","Taeniopygia_guttata","Taeniopygia_guttata","",NA,18.91,NA,1,37,NA,"F","+","",NA,39,"Mass","Mass","","it","Egg","Captive","","Rutstein, A., Gilbert, L., Slater, J. & Graves, J.","2004",2,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.581568691324926,0.664829868304512,"Single"
260,588,"Y","Taeniopygia_guttata","Taeniopygia_guttata","",NA,0.429,NA,NA,NA,NA,"r","+","",NA,56,"Mass","Mass","","it","Egg","Captive","","Salvante, K., Walzem, R. & Williams, T.","2007",2,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.429,0.458670484136929,"Single"
261,589,"Y","Taeniopygia_guttata","Taeniopygia_guttata","",NA,0.421,NA,NA,NA,NA,"r","+","",NA,35,"Mass","Mass","","it","Egg","Captive","","Salvante, K. & Williams, T.","2003",2,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.421,0.448906825262053,"Single"
263,590,"Y","Eulamprus_tympanum","Eulamprus_tympanum","",2,0.15,NA,NA,NA,NA,"r2","+","",NA,48,"Length","Mass","","it","Egg","Captive","1989","Schwarzkopf, L.","1992",2,"Chordata","Reptilia","Squamata","Scincidae","Eulamprus",NA,0.334995854037363,0.348445095036419,"Single"
263,591,"Y","Eulamprus_tympanum","Eulamprus_tympanum","",2,0.01,NA,NA,NA,NA,"r2","+","",NA,45,"Length","Mass","","it","Egg","Captive","1990","Schwarzkopf, L.","1992",2,"Chordata","Reptilia","Squamata","Scincidae","Eulamprus",NA,0.1,0.100335347731076,"Single"
264,592,"N","Eretmodus_cyanostictus","Eretmodus_cyanostictus","",NA,0.01,NA,NA,NA,NA,"r","+","",NA,10,"Mass","Mass","","it","Egg","Captive","","Segers, F. H. I .D. & Taborsky, B.","2012",2,"Chordata","Actinopterygii","Perciformes","Cichlidae","Eretmodus",NA,0.01,0.0100003333533347,"Single"
266,593,"Y","Calotes_versicolor","Calotes_versicolor","",2,0.0097,NA,NA,NA,NA,"r2","-","",NA,131,"Length","Volume","","it","Egg","Wild","","Shanbhag, B. A.,Radder, R. S. & Saidapur, S. K.","2000",2,"Chordata","Reptilia","Squamata","Agamidae","Calotes",NA,-0.098488578017961,-0.0988088907170583,"Single"
270,594,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,-0.06,NA,NA,NA,NA,"r","-","",NA,106,"Length","Mass","","it","Egg","Wild","1991","Smith, H. G., Ottosson, U. & Ohlsson, T.","1993",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,-0.06,-0.0600721559210317,"Single"
270,595,"Y","Sturnus_vulgaris","Sturnus_vulgaris","",NA,0.1,NA,NA,NA,NA,"r","+","",NA,129,"Length","Mass","","it","Egg","Wild","1992","Smith, H. G., Ottosson, U. & Ohlsson, T.","1993",2,"Chordata","Aves","Passeriformes","Sturnidae","Sturnus",NA,0.1,0.100335347731076,"Single"
271,596,"Y","Lanius_bucephalus","Lanius_bucephalus","",NA,0.08,NA,NA,NA,NA,"r","+","",NA,30,"Length","Volume","","it","Egg","Wild","","Takagi, M.","2003",2,"Chordata","Aves","Passeriformes","Laniidae","Lanius",NA,0.08,0.0801713250375897,"Single"
272,597,"Y","Elaphe_quadrivirgata","Elaphe_quadrivirgata","",NA,-0.33,NA,NA,NA,NA,"r","-","",NA,43,"Length","Length","","it","Egg","Captive","Only length was significant and thus only r of length was given in paper","Tanaka, K. & Mori, A.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,-0.33,-0.342828254415394,"Single"
272,598,"Y","Elaphe_quadrivirgata","Elaphe_quadrivirgata","",NA,-0.16,NA,NA,NA,NA,"r","-","",NA,12,"Length","Length","","it","Egg","Captive","Only length was significant and thus only r of length was given in paper","Tanaka, K. & Mori, A.","2011",2,"Chordata","Reptilia","Squamata","Colubridae","Elaphe",NA,-0.16,-0.161386696131526,"Single"
274,599,"Y","Caiman_crocodilus","Caiman_crocodilus","",NA,0.22,NA,NA,NA,NA,"r","+","",NA,25,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1994",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.22,0.223656109021832,"Single"
274,600,"Y","Caiman_crocodilus","Caiman_crocodilus","",NA,0.67,NA,NA,NA,NA,"r","+","",NA,25,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1994",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.67,0.810743125475137,"Single"
275,601,"Y","Alligator_mississippiensis","Alligator_mississippiensis","",NA,0.39,NA,NA,NA,NA,"r","+","",NA,5,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Alligator",NA,0.39,0.41180003447869,"Single"
275,602,"Y","Caiman_crocodilus","Caiman_crocodilus","",NA,0.64,NA,NA,NA,NA,"r","+","",NA,12,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.64,0.758173744684044,"Single"
275,603,"Y","Caiman_latirostris","Caiman_latirostris","",NA,0.15,NA,NA,NA,NA,"r","+","",NA,4,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Alligatoridae","Caiman",NA,0.15,0.151140435936467,"Single"
275,604,"Y","Crocodylus_niloticus","Crocodylus_niloticus","",NA,0.68,NA,NA,NA,NA,"r","+","",NA,4,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.68,0.829114038301766,"Single"
275,605,"Y","Crocodylus_porosus","Crocodylus_porosus","",NA,0.56,NA,NA,NA,NA,"r","+","",NA,6,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.56,0.632833186665638,"Single"
275,606,"Y","Crocodylus_acutus","Crocodylus_acutus","",NA,0.77,NA,NA,NA,NA,"r","+","",NA,4,"Length","Mass","","it","Egg","Wild","","Thorbjarnarson, J. B.","1996",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.77,1.02032775832234,"Single"
276,607,"Y","Crocodylus_intermedius","Crocodylus_intermedius","",2,0.66,NA,NA,NA,NA,"r2","+","",NA,53,"Length","Mass","","it","Egg","Captive","","Thorbjarnarson, J. B. & Hernandez, G.","1993",2,"Chordata","Reptilia","Crocodilia","Crocodylidae","Crocodylus",NA,0.803990049689671,1.10979538004146,"Single"
277,608,"N","Lernanthropus_cynoscicola","Lernanthropus_cynoscicola","",NA,0.657,NA,NA,NA,NA,"r","+","",NA,54,"Length","Volume","","it","Egg","Wild","","Timi, J. T., Lanfranchi, A. L. & Poulin, R.","2005",2,"Arthropoda","Maxillopoda","Siphonostomatoida ","Lernanthropidae","Lernanthropus",NA,0.657,0.787516785130312,"Single"
280,609,"Y","Trachemys_scripta","Trachemys_scripta","",NA,0.41,NA,NA,NA,NA,"r","+","",NA,789,"Length","Mass","","it","Egg","Wild","Trachemys_scripta_elegans","Tucker, J. K., Paukstis, G. L. & Janzen, F. J.","1998",2,"Chordata","Reptilia","Testudines","Emydidae","Trachemys",NA,0.41,0.435611223236224,"Single"
281,610,"Y","Zootoca_vivipara","Zootoca_vivipara","",NA,0.34,NA,NA,NA,NA,"r","+","",NA,25,"Length","Mass","","it","Offspring","Captive","","Uller, T. & Olsson, M.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,0.34,0.354092528962243,"Single"
281,611,"Y","Zootoca_vivipara","Zootoca_vivipara","",NA,0.25,NA,NA,NA,NA,"r","+","",NA,45,"Length","Mass","","it","Offspring","Wild","","Uller, T. & Olsson, M.","2005",2,"Chordata","Reptilia","Squamata","Lacertidae","Zootoca",NA,0.25,0.255412811882995,"Single"
285,612,"Y","Dermochelys_coriacea","Dermochelys_coriacea","",NA,2.93,NA,98,NA,NA,"t","+","",NA,99,"Length","Mass","","it","Egg","Wild","Assumed sample size based on df","Wallace, B. P., Sotherland, P. R., Tomillo, P. S., Reina, R. D., Spotila, J. R. & Paladino, F. V.","2007",2,"Chordata","Reptilia","Testudines","Dermochelyidae","Dermochelys",NA,0.283804828033037,0.291815376622505,"Single"
286,613,"N","Austropandalus_grayi","Austropandalus_grayi","",NA,0.177,NA,NA,NA,NA,"r","+","",NA,46,"Length","Volume","","it","Egg","Wild","","Wehrtmann, I. S. & Lardies, M. A.","1999",2,"Arthropoda","Malacostraca","Decapoda","Pandalidae","Austropandalus",NA,0.177,0.178883953291604,"Single"
287,614,"Y","Taeniopygia_guttata","Taeniopygia_guttata","",NA,0.21,NA,NA,NA,NA,"r","+","",NA,56,"Length","Mass","","it","Egg","Captive","","Williams, T. D.","1996",2,"Chordata","Aves","Passeriformes","Estrildidae","Taeniopygia",NA,0.21,0.21317134656486,"Single"
292,615,"Y","Caretta_caretta","Caretta_caretta","",NA,-0.046,NA,NA,NA,NA,"r","-","",NA,12,"Length","Diameter","","it","Egg","Wild","Greece","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,-0.046,-0.0460324865882909,"Single"
292,616,"Y","Caretta_caretta","Caretta_caretta","",NA,-0.018,NA,NA,NA,NA,"r","-","",NA,47,"Length","Diameter","","it","Egg","Wild","Florida","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,-0.018,-0.0180019443780011,"Single"
292,617,"Y","Caretta_caretta","Caretta_caretta","",NA,-0.112,NA,NA,NA,NA,"r","-","",NA,26,"Length","Diameter","","it","Egg","Wild","Brazil","Tiwari, M. & Bjorndal, K.","2000",2,"Chordata","Reptilia","Testudines","Cheloniidae","Caretta",NA,-0.112,-0.112471865909179,"Single"
293,618,"Y","Podarcis_muralis","Podarcis_muralis","",2,1.98,1.96,74,NA,NA,"t","+","",NA,14,"Length","Mass","","it","Egg","Captive","df assumed to be on 75 eggs (-1)","Van-Damme, R., Bauwens, D., Brana, F. & Verheyen, R.","1992",2,"Chordata","Reptilia","Squamata","Lacertidae","Podarcis",NA,0.224305335210934,0.2281849596462,"Single"
295,619,"Y","Ficedula_hypoleuca","Ficedula_hypoleuca","",NA,0.26,NA,NA,NA,NA,"r","+","",NA,177,"Length","Length","","it","Offspring","Wild","","Mand, R. & Tilgar, V.","2003",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.26,0.266108406873654,"Single"
297,620,"Y","Pterodroma_leucoptera","Pterodroma_leucoptera","",NA,0.273,NA,NA,NA,NA,"r","+","",NA,62,"Condition","Condition","","it","Offspring","Wild","residual value from a regression of body mass on structural body size","O'Dwyer, T., Buttemer, W., Priddel, D. & Downing, J.","2006",2,"Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma",NA,0.273,0.280102560511944,"Single"
298,621,"N","Nicrophorus_pustulatus","Nicrophorus_pustulatus","",NA,13.01,NA,1,116,NA,"F","+","",NA,120,"Mass","Mass","","it","Offspring","Captive","Size split in to large and small","Rauter, C., Mcguire, M., Gwartney, M. & Space, J.","2010",2,"Arthropoda","Insecta","Coleoptera","Silphidae","Nicrophorus",NA,0.317560853608432,0.328932053879158,"Single"
299,622,"Y","Lagopus_lagopus","Lagopus_lagopus","",NA,6.68,NA,1,88,NA,"F","+","",NA,21,"Condition","Mass","","it","Offspring","Wild","Condition Split in to two groups","Robb, L., Martin, K. & Hannon, S.","1992",2,"Chordata","Aves","Galliformes","Phasianidae","Lagopus",NA,0.265618981206196,0.272144300795081,"Single"
300,623,"Y","Sterna_hirundo","Sterna_hirundo","",NA,0.534,NA,NA,NA,NA,"r","+","",NA,34,"Mass","Mass","","it","Egg","Wild","Restricted to 3 clutch nests","Wendeln, H.","1997",2,"Chordata","Aves","Charadriiformes","Sternidae","Sterna",NA,0.534,0.595724173900778,"Single"
304,624,"Y","Ficedula_albicollis","Ficedula_albicollis","",NA,0.01,NA,NA,NA,NA,"r","+","",NA,29,"Length","Mass","","it","Egg","Wild","1994","Cichon, M","1997",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.01,0.0100003333533347,"Single"
304,625,"Y","Ficedula_albicollis","Ficedula_albicollis","",NA,0.27,NA,NA,NA,NA,"r","+","",NA,28,"Length","Mass","","it","Egg","Wild","1995","Cichon, M","1997",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.27,0.2768638226551,"Single"
305,626,"Y","Teira_dugesii","Teira_dugesii","",2,0.24,9.16,NA,NA,NA,"r2","+","",NA,25,"Length","Volume","","it","Egg","Wild","","Galan, P. & Vicente, L.","2003",2,"Chordata","Reptilia","Squamata","Lacertidae","Teira",NA,0.41341152730553,0.439719039325123,"Single"
306,627,"Y","Ficedula_hypoleuca","Ficedula_hypoleuca","",NA,0.177,NA,NA,NA,NA,"r","+","",NA,262,"Length","Volume","","it","Egg","Wild","","Jarvinen, A.","1991",2,"Chordata","Aves","Passeriformes","Muscicapidae","Ficedula",NA,0.177,0.178883953291604,"Single"
306,628,"Y","Poecile_cinctus","Poecile_cinctus","",NA,0.421,NA,NA,NA,NA,"r","+","",NA,22,"Length","Volume","","it","Egg","Wild","","Jarvinen, A.","1991",2,"Chordata","Aves","Passeriformes","Paridae","Poecile",NA,0.421,0.448906825262053,"Single"
308,629,"N","Epidalea_calamita","Epidalea_calamita","",2,0.403,0.634,NA,NA,NA,"r2","+","",NA,165,"Length","Diameter","","it","Egg","Wild","","Marangoni, F., Tejedo, M. & Gomez-Mestre, I.","2008",2,"Chordata","Amphibia","Anura","Bufonidae","Epidalea",NA,0.628990961484845,0.739744817598062,"Single"
308,630,"N","Pelobates_cultripes","Pelobates_cultripes","",2,0.229,0.271,NA,NA,NA,"r2","+","",NA,61,"Length","Diameter","","it","Egg","Wild","","Marangoni, F., Tejedo, M. & Gomez-Mestre, I.","2008",2,"Chordata","Amphibia","Anura","Pelobatidae","Pelobates",NA,0.449904204362938,0.484580165165,"Single"
309,631,"Y","Mauremys_leprosa","Mauremys_leprosa","",NA,0.51,NA,NA,NA,NA,"r","+","",NA,28,"Length","Mass","","it","Egg","Wild","","Naimi, M., Znari, M., Lovich, J., Feddadi, Y. & Baamrane, M.","2012",2,"Chordata","Reptilia","Testudines","Geoemydidae","Mauremys",NA,0.51,0.562729769352149,"Single"
311,632,"Y","Iberolacerta_monticola","Iberolacerta_monticola","",NA,-0.14,NA,NA,NA,NA,"r","-","",NA,54,"Length","Mass","","it","Egg","Captive","Iberolacerta_monticola_cantabrica","Rua, M. & P., Galan","2002",2,"Chordata","Reptilia","Squamata","Lacertidae","Iberolacerta",NA,-0.14,-0.140925576070494,"Single"
312,633,"Y","Podocnemis_unifilis","Podocnemis_unifilis","",NA,0.822,NA,NA,NA,NA,"r","+","",NA,11,"Length","Mass","","it","Egg","Wild","","Pignati, M. & Pezzuti, C.","2012",2,"Chordata","Reptilia","Testudines","Podocnemididae","Podocnemis",NA,0.822,1.16295326376391,"Single"
