Author,Year,Title,DOI,DTIC.link,SA.measure.type,Sample.size,Sample.size.stats,es.z,vi.z,SampleID,Outcome,Comments
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.102355961,0.005952381,Bowden2013,377,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.027006564,0.005952381,Bowden2013,378,"Control condition, Table 4 p. 19"
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.004000021,0.005952381,Bowden2013,379,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,-0.004000021,0.005952381,Bowden2013,380,""""""
Bowden,2013,Situation Awareness Measurement Techniques for Simulated Submarine Track Management,NA,https://apps.dtic.mil/docs/citations/ADA580215,SART,171,171,0.101345551,0.005952381,Bowden2013,381,""""".  Note coding predictive validity (3.2 on p. 20 or using Loft 2015) is problematic regression coefficients can be in the ""wrong"" direction (Good SA ~ Bad perf or vice-versa) yet will contribute to incremental validity "
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.775298706,0.03125,Pleban2009,382,"Table 5. Sample size in stats varies, no details. We'll just use N = 35"
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.435611223,0.03125,Pleban2009,383,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.13073985,0.03125,Pleban2009,384,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.510070337,0.03125,Pleban2009,385,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.276863823,0.03125,Pleban2009,386,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.070114671,0.03125,Pleban2009,387,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.887183863,0.03125,Pleban2009,388,Table 6
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.662462707,0.03125,Pleban2009,389,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.758173745,0.03125,Pleban2009,390,""""""
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.867300528,0.03125,Pleban2009,391,"All possible correlations appear to have been analyzed, Table 6 shows some patterns and the paper states ""Workload ratings were not correlated to either SA or goal achievement"" (p. 14)."
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a494799.pdf,MARS,35,35,0.549306144,0.03125,Pleban2009,392,"However, no correlations are reported for SA~goal achievement. Inferred generic n.s."
Pleban,2009,Training Situation Awareness and Adaptive Decision-Making Skills Using a Desktop Computer Simulation,NA,https://apps.dtic.mil/docs/citations/ADA522537,MARS,35,35,0.59014516,0.03125,Pleban2009,393,"LM: ""Goal Achievement"" is part of the MARS they analyzed separately (see p. 8). So it's an SA measure, not a performance measure. JB: Agreed"
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522538,Explicit Recall,16,16,-0.304236592,0.076923077,Sollenberger1995,394,"Conference paper (Proceedings of Experimental Analysis and Measurement of SA, 1995), same sample and exp as below tech report but diffrerent analyses.
No df or stat sig reported. Chance the results could be overfit, but probably not given Sollenberger 1995b does not report overfit results w/the same data"
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522539,Explicit Recall,16,16,0.165091379,0.076923077,Sollenberger1995,395,"Generic n.s. had clear pattern of omission, but was not stated"
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.357343263,0.076923077,Sollenberger1995,396,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,-0.029119737,0.076923077,Sollenberger1995,397,"High recall is good SA and low error is good perf, reverse code"
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.365443754,0.076923077,Sollenberger1995,398,"***Remember to MERGE Sollengerberger1995a and 1995b into a single ""paper"" using SampleID at the data cleaning stage*****"
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.354092529,0.076923077,Sollenberger1995,399,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.320545409,0.076923077,Sollenberger1995,400,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.365443754,0.076923077,Sollenberger1995,401,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.257219121,0.076923077,Sollenberger1995,402,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.255412812,0.076923077,Sollenberger1995,403,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.365443754,0.076923077,Sollenberger1995,404,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,-0.216831235,0.076923077,Sollenberger1995,405,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.191853147,0.076923077,Sollenberger1995,406,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.213171347,0.076923077,Sollenberger1995,407,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,-0.255412812,0.076923077,Sollenberger1995,408,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.257219121,0.076923077,Sollenberger1995,409,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.320545409,0.076923077,Sollenberger1995,410,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.118204137,0.076923077,Sollenberger1995,411,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.046980709,0.076923077,Sollenberger1995,412,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.486889006,0.076923077,Sollenberger1995,413,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.298566264,0.076923077,Sollenberger1995,414,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.226782945,0.076923077,Sollenberger1995,415,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.090244188,0.076923077,Sollenberger1995,416,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.18494866,0.076923077,Sollenberger1995,417,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.322166494,0.076923077,Sollenberger1995,418,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,-0.122535853,0.076923077,Sollenberger1995,419,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,-0.02956184,0.076923077,Sollenberger1995,420,NA
Sollenberger-a,1995,A Simulation Study of Air Traffic Controller Situational Awareness,NA,https://apps.dtic.mil/docs/citations/ADA522540,Explicit Recall,16,16,0.298566264,0.076923077,Sollenberger1995,421,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.226782945,0.076923077,Sollenberger1995,422,Objective performance (Table 2). Number of conflicts. SGITR measure of SA is the percentage of points obtained in the info recall phase.  Could be freeze probe or explicit recall. Going with the latter because it's a modified SAGAT 
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.390009166,0.076923077,Sollenberger1995,423,Number of handoff misses
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.015693766,0.076923077,Sollenberger1995,424,Number of altitude assignments
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.266781141,0.076923077,Sollenberger1995,425,Number of heading assignments
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.477477354,0.076923077,Sollenberger1995,426,Number of speed assignment
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.169506095,0.076923077,Sollenberger1995,427,Number of ground-to-air transmission
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.13073985,0.076923077,Sollenberger1995,428,Cumulative average of system activity or aircraft density
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,-0.278375546,0.076923077,Sollenberger1995,429,Number of flight completed
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.090244188,0.076923077,Sollenberger1995,430,Subjective performance: Post scenario questionnaire controller's performance rating
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.13073985,0.076923077,Sollenberger1995,431,"Subjective performance: Expert observer's performance rating LM: why are these two negative signs? JB: Yeah, should be positive. Fixed"
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,-0.188534236,0.076923077,Sollenberger1995,432,SGTSL = Percentage of points obtained in spatial location phase
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,-0.09740565,0.076923077,Sollenberger1995,433,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.424701763,0.076923077,Sollenberger1995,434,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.467509119,0.076923077,Sollenberger1995,435,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.262163329,0.076923077,Sollenberger1995,436,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.512250363,0.076923077,Sollenberger1995,437,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.477158006,0.076923077,Sollenberger1995,438,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.527710232,0.076923077,Sollenberger1995,439,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.244774113,0.076923077,Sollenberger1995,440,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Explicit Recall,16,16,0.213171347,0.076923077,Sollenberger1995,441,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.226782945,0.076923077,Sollenberger1995,442,PSQSAW = Post scenario subjective controller's overall SA rating
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.376076516,0.076923077,Sollenberger1995,443,"I didn't include PSQCAL, PSQPAL, PSQPSV- they are measures of awareness for Current Aircraft Location (CAL), Projected Aircraft Location (PAL) and Potential Safety Violations (PSV). It's not 100% clear that they are ""SA"""
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.226782945,0.076923077,Sollenberger1995,444,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.1028704,0.076923077,Sollenberger1995,445,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.202732554,0.076923077,Sollenberger1995,446,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.357343263,0.076923077,Sollenberger1995,447,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,-0.026470908,0.076923077,Sollenberger1995,448,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.269903957,0.076923077,Sollenberger1995,449,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,1.071431684,0.076923077,Sollenberger1995,450,NA
Sollenberger-b,1995,The Effects of Structured Arrival and Departure Procedures on TRACON Air Traffic Controller Memory and Situational Awareness,NA,https://apps.dtic.mil/dtic/tr/fulltext/u2/a303800.pdf,Direct-SR,16,16,0.604155603,0.076923077,Sollenberger1995,451,NA
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.244774113,0.090909091,Valentine2007,452,Table 7
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.354092529,0.090909091,Valentine2007,453,Table 7
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.497311288,0.090909091,Valentine2007,454,Table 7
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.320545409,0.090909091,Valentine2007,455,Table 10
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.950479381,0.090909091,Valentine2007,456,Table 10
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,SAGAT,16,14,0.972955075,0.090909091,Valentine2007,457,Table 10
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,Other,16,15,-0.060072156,0.083333333,Valentine2007,458,Table 11
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,Other,16,15,-0.040021354,0.083333333,Valentine2007,459,Table 11
Valentine,2007,Resource Utilisation and Situational Awareness in a Computer Simulated Decision Task: A Pilot Study,NA,https://apps.dtic.mil/docs/citations/ADA473106,Other,16,15,0.070114671,0.083333333,Valentine2007,460,Table 11. Does not include the Global SAGAT ~ Attention to scenario (p. 35-26). Attention to scenario is not performance. 
Adams-White,2018,Measuring decision accuracy and confidence of mock air defence operators,https://doi.org/10.1016/j.jarmac.2018.01.005,NA,SART,60,60,-0.086226599,0.01754386,AdamsWhite2018,461,"""However, no significant relationships were found between SA, WL, and W-S C-A, or between SA and accuracy or WL and accuracy in decisions; all comparisons, p > .05."" Perf (accuracy) scored by SMEs"
Albina,2019,Assessing the impact of a GIS for improving novice crisis decision-making,http://doi.org/10.1007/s13398-014-0173-7.2,NA,SART,28,28,0.282250289,0.04,Albina2019,462,"""A two-tailed bi-variate Pearson Correlation (using an alpha level of 0.05) for the dependent variables for all hypotheses..."" 
Not clear if correlations were run for just the SART composite or composite + all SART subscales. Probably just the composite. 
Correlations appear to be across both conditions combined (EMGIS and non-EMGIS)
SART comp ~ decision time"
Albina,2019,Assessing the impact of a GIS for improving novice crisis decision-making,http://doi.org/10.1007/s13398-014-0173-7.2,NA,SART,28,28,0.036416183,0.04,Albina2019,463,SART comp ~ decision acc
Barros,2011,Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback,10.1109/3DUI.2011.5759216,NA,General Know.,27,27,0.435611223,0.041666667,Barros2011,464,"Figure 11a: Map Goodness  (local SA) ~ Spheres Found
"
Barros,2011,Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback,10.1109/3DUI.2011.5759216,NA,General Know.,27,27,0.472230804,0.041666667,Barros2011,465,"Figure 11b: Map Goodness (local SA) ~ Collisions (authors code as local SA, we code as perf because it is an outcome measure)"
Barros,2011,Enhancing robot teleoperator situation awareness and performance using vibro-tactile and graphical feedback,10.1109/3DUI.2011.5759216,NA,General Know.,27,27,-0.206855013,0.041666667,Barros2011,466,"A comparison of task time among CPF interface groups led to no SSD, that is, these interfaces have little to no impact on task time.  "
Clark,2017,Situational Awareness and Time to Takeover: Exploring an Alternative Method to Measure Engagement with High-Level Automation,https://doi.org/10.1177/1541931213601848,NA,SAGAT,50,32,0.331647109,0.034482759,Clark2017,467,"Analysis dropped participants that did not click on the red button in time (unsuccessful takeover), so the correlation has 32 participants even though it is N = 50. One-tailed test"
Cooper,2011,Managing deteriorating patients: registered nurses' performance in a simulated setting,10/fzchfz,NA,General Know.,35,35,-0.153362739,0.03125,Cooper2011,468,"""OSCE  and  situation awareness  scores  were  investigated  using  applicable 
statistics  e.g.  Pearson  product-moment  correlation 
coefficients  for  scale  variables""

Cardiac scenario"
Cooper,2011,Managing deteriorating patients: registered nurses' performance in a simulated setting,10/fzchfz,NA,General Know.,35,35,-0.136480086,0.03125,Cooper2011,469,Respiratory scenario
Crooks ,2001,Cue Utilization and Situation Awareness during a Simulated Experience,https://doi.org/10.1177/154193120104502206,NA,SAGAT,165,165,0.123207746,0.00617284,Crooks2001,470,"""In addition, correlational analyses were conducted between measurements of cognitive style, situation awareness level measurements, and judgment accuracy."" (abstract)
""Correlations were calculated to investigate the relationships among the ... for each cue type as measured by the SART, and judgment accuracy percentages."" 
Cue types:  blinking vs non-blinking. Should Matched vs. non-matched be included too? Only for SAGAT???

Mention of ""mean supply"" suggest different subscales for SART may have been assessed in correlations, but not other indicators in the paper

Blinking"
Crooks ,2001,Cue Utilization and Situation Awareness during a Simulated Experience,https://doi.org/10.1177/154193120104502206,NA,SART,165,165,0.102074188,0.00617284,Crooks2001,471,Blinking
Crooks ,2001,Cue Utilization and Situation Awareness during a Simulated Experience,https://doi.org/10.1177/154193120104502206,NA,SAGAT,165,165,0.120510086,0.00617284,Crooks2001,472,No blinking
Crooks ,2001,Cue Utilization and Situation Awareness during a Simulated Experience,https://doi.org/10.1177/154193120104502206,NA,SART,165,165,0.01081456,0.00617284,Crooks2001,473,No blinking
de Winter,2018,Situation awareness based on eye movements in relation to the task environment,10.1007/s10111-018-0527-6,NA,General Know.,86,86,0.202732554,0.012048193,deWinter2019,474,"Performance score was pressing the space within 0.5 seconds of a dial crossing a threshold: This was counted as a hit, accuracy
Freeze score was memory"
Gatsoulis,2007,Performance metrics for improving human robot interaction,10/d3t67r,NA,General Know.,16,16,0.647522845,0.076923077,Gatsoulis2007,475,"Judgment call: Did not include correlation from filtered dataset, drops a single participant b/c they were an outlier. Correlation is 0.71 for N =15 w/filtered data. Should either include that or the unfiltered data.
Went with the unfiltered data"
Gregoriades,2018,Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system,10/ggqgt4,NA,SAGAT,17,17,-0.132488674,0.071428571,Gregoriades2018,476,"In addition to SAGAT, SA was also assessed using an aggregate measure (p. 12-13; eq on p 10 - aggregate measure calculated difference between perceived and actual 'situation' with scores of 0 indicating 'low correspondence; bad SA' and 1 indicating high correspondence, good SA). This might have been analyzed with the three performance measures, it's unclear"
Gregoriades,2018,Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system,10/ggqgt4,NA,SAGAT,17,17,0.195581646,0.071428571,Gregoriades2018,477,"Same data as Gregoriades (2018a; 2018b): 
Evaluating a custom-made agent-based driving simulator
Design and validation of an agent-based driving simulator. 
Both of these papers overfits the correlations (note N = 50 or 51)
Can't determine if there was overfitting in this paper, insufficient information "
Gregoriades,2018,Simulation-based evaluation of an in-vehicle smart situation awareness enhancement system,10/ggqgt4,NA,SAGAT,17,17,0.494085619,0.071428571,Gregoriades2018,478,NA
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.697054485,0.125,Grigoleit2017,479,"Eight performance variables defined in Table 1, p. 6. SA measures: SAGAT acc, SPAM acc and RT. HIgh and low workload conditions evaluated in separate regressions. 
So there are 8 perf x 3 types of SA x 2 types of workload = 48 regression total 

High workload"
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.312177727,0.125,Grigoleit2017,480,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,0.194963925,0.125,Grigoleit2017,481,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.72579118,0.125,Grigoleit2017,482,"High workload. Reverse code, authors note higher SAGAT acc ~ worse performance (also see sign of the regression coefficient)"
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.237002951,0.125,Grigoleit2017,483,High workload
Grigoleit,2017,Toward a descriptive measure of situation awareness in petrochemical refining,10/ggqrxp,NA,SAGAT,11,11,-0.154453985,0.125,Grigoleit2017,484,High workload
