"study"	"treatment"	"control"	"week"	"yi"	"vi"	"n1i"	"n2i"	"instrument"	"region"	"mean.age"	"percent.women"	"rob"
"580"	"Tonning, 2021"	"cbt"	"cau"	26	0.0413770768532962	0.0329263350194542	59	61	"bdi-1"	"europe"	43.94	53	"low risk"
"581"	"Toth, 2013"	"ipt"	"other ctr"	14	0.519	0.073984	99	29	"bdi-2"	"usa"	25	100	"high risk"
"582"	"Toth, 2013"	"ipt"	"other ctr"	48	1.246	0.082369	99	29	"bdi-2"	"usa"	25	100	"high risk"
"583"	"Town, 2017"	"dyn"	"cau"	0	-0.32740186305349	0.0675835948306358	30	30	"phq-9"	"usa"	41.55	63	"some concerns"
"584"	"Town, 2017"	"dyn"	"cau"	26	0.657027448211721	0.0703593328231975	30	30	"phq-9"	"usa"	41.55	63	"some concerns"
"585"	"Town, 2017"	"dyn"	"cau"	39	0.674	0.070756	30	30	"phq-9"	"usa"	41.55	63	"some concerns"
"586"	"Town, 2017"	"dyn"	"cau"	52	0.699	0.070756	30	30	"phq-9"	"usa"	41.55	63	"some concerns"
"587"	"Town, 2017"	"dyn"	"cau"	78	0.689	0.070756	30	30	"phq-9"	"usa"	41.55	63	"some concerns"
"588"	"Turner, 2013"	"cbt"	"other ctr"	0	-0.187195042439399	0.0715659836140167	25	32	"bdi-2"	"other"	62	26	"high risk"
"589"	"Turner, 2013"	"cbt"	"other ctr"	8	-0.0990331184376644	0.0799743245161455	25	32	"bdi-2"	"other"	62	26	"high risk"
"590"	"Turner, 2013"	"cbt"	"other ctr"	26	-0.2	0.086436	25	32	"bdi-2"	"other"	62	26	"high risk"
"591"	"Turner, 2013"	"cbt"	"other ctr"	52	-0.076	0.087025	25	32	"bdi-2"	"other"	62	26	"high risk"
"592"	"Uebelacker, 2023"	"bat"	"other ctr"	13	-0.032	0.021316	92	95	"qids-cr"	"usa"	51	43	"some concerns"
"593"	"Uebelacker, 2023"	"bat"	"other ctr"	17	0	0.021316	92	95	"qids-cr"	"usa"	51	43	"some concerns"
"594"	"Uebelacker, 2023"	"bat"	"other ctr"	21	-0.2	0.021609	92	95	"qids-cr"	"usa"	51	43	"some concerns"
"595"	"Uebelacker, 2023"	"bat"	"other ctr"	39	0.108	0.021316	92	95	"qids-cr"	"usa"	51	43	"some concerns"
"596"	"Uebelacker, 2023"	"bat"	"other ctr"	52	0.117	0.021316	92	95	"qids-cr"	"usa"	51	43	"some concerns"
"597"	"Van Horne, 2022"	"pst"	"cau"	0	-0.283693573737941	0.0359735075979001	91	65	"epds"	"usa"	30.2	100	"high risk"
"598"	"Van Horne, 2022"	"pst"	"cau"	26	0.299999549119956	0.0480473785862848	91	65	"epds"	"usa"	30.2	100	"high risk"
"599"	"Van Lieshout, 2022"	"cbt"	"cau"	0	0.07742150782836	0.0336984038829339	70	71	"epds"	"usa"	30.9	100	"low risk"
"600"	"Van Lieshout, 2022"	"cbt"	"cau"	9	0.597806292775777	0.0351939360132637	70	71	"epds"	"usa"	30.9	100	"low risk"
"601"	"Van Lieshout, 2022"	"cbt"	"cau"	35	0.720068007241903	0.035879716799855	70	71	"epds"	"usa"	30.9	100	"low risk"
"602"	"Vazquez, 2020"	"cbt"	"cau"	0	-0.111316313520988	0.0270347635451518	69	80	"ces-d"	"europe"	54.8	90	"some concerns"
"603"	"Vazquez, 2020"	"cbt"	"cau"	5	1.1959964765534	0.0253899301720682	70	80	"ces-d"	"europe"	54.65	93	"some concerns"
"604"	"Vazquez, 2020"	"cbt"	"cau"	26	1.21816743369215	0.0254598245003881	70	80	"ces-d"	"europe"	54.65	93	"some concerns"
"605"	"Vazquez, 2020"	"cbt"	"cau"	52	1.17317443012884	0.0251750247770069	70	80	"ces-d"	"europe"	54.65	93	"some concerns"
"606"	"Vazquez, 2020"	"cbt"	"cau"	156	0.877808300662431	0.0236624006759497	70	80	"ces-d"	"europe"	54.65	93	"some concerns"
"607"	"Vazquez-Gonzalez, 2013"	"pst"	"cau"	0	0.251269676358576	0.0233248058784273	89	84	"ces-d"	"europe"	53.9	100	"some concerns"
"608"	"Vazquez-Gonzalez, 2013"	"pst"	"cau"	5	1.53731973164978	0.0300316159849964	89	84	"ces-d"	"europe"	53.9	100	"some concerns"
"609"	"Vazquez-Gonzalez, 2013"	"pst"	"cau"	31	1.05	0.026244	89	84	"ces-d"	"europe"	53.9	100	"some concerns"
"610"	"Vazquez-Gonzalez, 2013"	"pst"	"cau"	57	1.142	0.026896	89	84	"ces-d"	"europe"	53.9	100	"some concerns"
"611"	"Vazquez-Gonzalez, 2013"	"pst"	"cau"	421	0.404	0.023716	89	84	"ces-d"	"europe"	53.9	100	"some concerns"
"612"	"Verduyn, 2003"	"sup"	"cau"	0	0.242666033541278	0.113384121440678	44	28	"bdi-1"	"europe"	29.81	100	"high risk"
"613"	"Verduyn, 2003"	"sup"	"cau"	16	0.0702053042531344	0.0892109922000679	46	28	"bdi-1"	"europe"	29.81	100	"high risk"
"614"	"Verduyn, 2003"	"sup"	"cau"	42	0.16398218190944	0.0892256028681031	46	28	"bdi-1"	"europe"	29.81	100	"high risk"
"615"	"Verduyn, 2003"	"sup"	"cau"	68	0.17873985080329	0.0895014009048318	46	28	"bdi-1"	"europe"	29.81	100	"high risk"
"616"	"Westerhof, 2019"	"lrt"	"wl"	0	0.490477216374848	0.105845629914352	20	19	"ces-d"	"europe"	53.8	78	"low risk"
"617"	"Westerhof, 2019"	"lrt"	"wl"	13	-0.0543918371517169	0.127189222656088	20	19	"ces-d"	"europe"	53.8	78	"low risk"
"618"	"Westerhof, 2019"	"lrt"	"wl"	26	1.20626168071918	0.177516932175628	20	19	"ces-d"	"europe"	53.8	78	"low risk"
"619"	"Wiersma, 2014"	"other psy"	"cau"	0	-0.289234898482383	0.0291185140241393	67	72	"ids"	"europe"	41.6	60	"some concerns"
"620"	"Wiersma, 2014"	"other psy"	"cau"	32	0.22	0.042849	67	72	"ids"	"europe"	41.6	60	"some concerns"
"621"	"Wiersma, 2014"	"other psy"	"cau"	52	0.548171553720297	0.0399419762001176	67	72	"ids"	"europe"	41.6	60	"some concerns"
"622"	"Wiersma, 2014"	"other psy"	"cau"	364	0.746	0.110224	67	72	"ids"	"europe"	41.6	60	"some concerns"
"623"	"Williams, 2013b"	"cbt"	"cau"	0	0.0742452588115963	0.0142449171861936	141	140	"bdi-2"	"europe"	41.75	68	"high risk"
"624"	"Williams, 2013b"	"cbt"	"cau"	17	0.229140576844467	0.0143289864871374	141	140	"bdi-2"	"europe"	41.75	68	"high risk"
"625"	"Williams, 2013b"	"cbt"	"cau"	52	0.442	0.035344	38	31	"bdi-2"	"europe"	41.75	68	"high risk"
"626"	"Williams, 2018"	"cbt"	"wl"	0	-0.183846673295547	0.0313912500516109	71	71	"phq-9"	"europe"	46.6	68	"high risk"
"627"	"Williams, 2018"	"cbt"	"wl"	26	0.640854072017088	0.0406943992815251	71	71	"phq-9"	"europe"	46.6	68	"high risk"
"628"	"Wong, 2018"	"3rd"	"cau"	0	0.166923694721479	0.0173770499113174	115	116	"bdi-2"	"east asia"	54	93	"low risk"
"629"	"Wong, 2018"	"3rd"	"cau"	8	0.192512298517246	0.0173970890333585	115	116	"bdi-2"	"east asia"	54	93	"low risk"
"630"	"Wong, 2018"	"3rd"	"cau"	20	0.147	0.021609	115	116	"bdi-2"	"east asia"	54	93	"low risk"
"631"	"Wong, 2018"	"3rd"	"cau"	52	0.229	0.022201	115	116	"bdi-2"	"east asia"	54	93	"low risk"
"632"	"Wozney, 2017"	"cbt"	"wl"	13	0.137	0.096721	32	30	"scid"	"usa"	29	100	"some concerns"
"633"	"Wozney, 2017"	"cbt"	"wl"	26	0.368	0.121104	32	30	"scid"	"usa"	29	100	"some concerns"
"634"	"Wozney, 2017"	"cbt"	"wl"	52	0.94	0.1521	32	30	"scid"	"usa"	29	100	"some concerns"
"635"	"Wright, 2022"	"cbt"	"cau"	0	-0.0167287864239105	0.0230271223557268	95	80	"phq-9"	"usa"	47	85	"some concerns"
"636"	"Wright, 2022"	"cbt"	"cau"	12	0.389726229062743	0.0234640701134758	95	80	"phq-9"	"usa"	47	85	"some concerns"
"637"	"Wright, 2022"	"cbt"	"cau"	25	0.327531794701559	0.023335500567102	95	80	"phq-9"	"usa"	47	85	"some concerns"
"638"	"Wright, 2022"	"cbt"	"cau"	38	0.407877871685567	0.0235057968562353	95	80	"phq-9"	"usa"	47	85	"some concerns"
"639"	"Wuthrich, 2016"	"cbt"	"other ctr"	0	-0.284122081538122	0.0323424442013535	76	57	"gds"	"other"	67.4	56	"low risk"
"640"	"Wuthrich, 2016"	"cbt"	"other ctr"	12	0.553634418360892	0.0332280319412606	76	57	"gds"	"other"	67.4	56	"low risk"
"641"	"Wuthrich, 2016"	"cbt"	"other ctr"	39	0.31	0.04	76	57	"gds"	"other"	67.4	56	"low risk"
"642"	"Wuthrich, 2016"	"cbt"	"other ctr"	520	0.219	0.074529	76	57	"gds"	"other"	67.4	56	"low risk"
"643"	"Yang, 2018"	"other psy"	"cau"	0	-0.0419503608284413	0.0540661973561501	37	37	"bdi-2"	"east asia"	18.5	60	"high risk"
"644"	"Yang, 2018"	"other psy"	"cau"	8	0.795589752903082	0.06465639163689	37	37	"bdi-2"	"east asia"	18.5	60	"high risk"
"645"	"Yang, 2018"	"other psy"	"cau"	24	0.741	0.066049	37	37	"bdi-2"	"east asia"	18.5	60	"high risk"
"646"	"Zu, 2014"	"cbt"	"cau"	0	-0.422568605335572	0.149216168826043	30	30	"hdrs-17"	"east asia"	38.54	51	"high risk"
"647"	"Zu, 2014"	"cbt"	"cau"	24	0.705209457171162	0.155254890289285	30	30	"hdrs-17"	"east asia"	38.54	51	"high risk"
"648"	"van Schaik, 2006"	"ipt"	"cau"	0	-0.0397868561278862	0.0280118615422963	69	74	"gds"	"europe"	67.93	69	"high risk"
"649"	"van Schaik, 2006"	"ipt"	"cau"	24	0.0284191829484904	0.0280091214252705	69	74	"gds"	"europe"	67.93	69	"high risk"
